FirstAuthor	CoAuthors	Label	RT	Date	Title	Subject
Daria Kvasova	['Laia Garcia-Vernet', 'Salvador Soto-Faraco', 'Pompeu Fabra University']	female	1	2019-03-26	Characteristic sounds facilitate object search in real-life scenes	Neuroscience
Pierre Barraud	['Alexandre Gato', 'Matthias Heiss', 'Marjorie Catala', 'Stefanie Kellner', 'Carine Tisné']	male	0	2019-03-26	Time-resolved NMR monitoring of tRNA maturation	Molecular
Dawn E Holmes	['Toshiyuki Ueki', 'Hai-Yan Tang', 'Jinjie Zhou', 'Jessica A Smith', 'Gina Chaput', 'Derek R Lovley']	female	1	2019-03-26	A Membrane-Bound Cytochrome Enables Methanosarcina acetivorans to Conserve Energy to Support Growth from Extracellular Electron Transfer	Microbiology
Evgeniia Alekseeva	['Michael Doebeli', 'Iaroslav Ispolatov']	unknown	0	2019-03-26	Evolutionary dynamics and diversification in changing environments	Biophysics
Badri Adhikari	[]	male	0	2019-03-26	DEEPCON: Protein Contact Prediction using Dilated Convolutional Neural Networks with Dropout	Bioinformatics
Anne D. Koelewijn	['Dieter Heinrich', 'Antonie J. van den Bogert']	female	1	2019-03-26	Metabolic cost calculations of gait using musculoskeletal energy models, a comparison study	Physiology
Sébastien Ballesta	['Camillo Padoa-Schioppa']	male	0	2019-03-26	Mechanisms of Economic Decisions under Sequential Offers	Neuroscience
Roberto Romero-Silva	['Ayixon Sánchez-Reyes', 'Yuletsis Díaz-Rodríguez', 'Ramón Alberto Batista-García', 'Danai Hernández-Hernández', 'Judith Tabullo de Robles']	male	0	2019-03-26	Bioremediation of soils contaminated with petroleum solid wastes and drill cuttings by Pleurotus sp. strains under different treatment scales	Microbiology
A. G. Mikhaylova	['A. A. Mikhailova', 'K. Ushakova', 'E. Tretiakov', 'A. Yurchenko', 'M. Zazhytska', 'D.A. Knorre', 'E. Zdobnov', 'Z. Fleischmann', 'S. Annis', 'M. Franco', 'K. Wasko', 'W.S. Kunz', 'I. Mazunin', 'S. Nikolaev', 'A. Reymond', 'K. Khrapko', 'K. Gunbin', 'K. Popadin']	unknown	0	2019-03-26	Mitochondrial mutational spectrum provides an universal marker of cellular and organismal longevity	Genomics
Anna Schulten	['Lucas Bytomski', 'Julia Quintana', 'María Bernal', 'Ute Krämer']	female	1	2019-03-26	Do Arabidopsis Squamosa promoter binding Protein-Like genes act together in plant acclimation to copper or zinc deficiency?	Plant
Germanna Righetto	['Dev Sriranganadane', 'Levon Halabelian', 'Carla G. Chiodi', 'Jonathan M. Elkins', 'Katlin B. Massirer', 'Opher Gileadi', 'Marcelo Menossi', 'Rafael M. Couñago']	unknown	0	2019-03-26	The C-terminal domains SnRK2-box and ABA-box have a role in sugarcane SnRK2s auto-activation and activity	Plant
Ekaterina Delikishkina	['Angelika Lingnau', 'Gabriele Miceli']	female	1	2019-03-26	Practiced naming of objects and actions: An fMRI study	Neuroscience
Tamar Tak	['Giulio Prevedello', 'Gaël Simon', 'Noémie Paillon', 'Ken R. Duffy', 'Leïla Perié']	female	1	2019-03-26	Simultaneous tracking of division and differentiation from individual hematopoietic stem and progenitor cells reveals within-family homogeneity despite population heterogeneity	Immunology
Gregory A. Taylor	['Hsin-I Huang', 'Brian E. Fee', 'Nourhan Yousssef', 'Viviana Cantillana', 'Alexi A. Schoenborn', 'Allison R. Rogala', 'Anne F. Buckley', 'Bruce A. Vallance', 'Ajay S. Gulati', 'Gianna E. Hammer']	male	0	2019-03-26	Irgm1-deficiency leads to myeloid dysfunction in colon lamina propria and susceptibility to the intestinal pathogen Citrobacter rodentium	Immunology
Benjamin Büttner	['Sonja Martin', 'Anja Finck', 'Maria Arelin', 'Carolin Baade-Büttner', 'Tobias Bartolomaeus', 'Peter Bauer', 'Astrid Bertsche', 'Matthias K. Bernhard', 'Saskia Biskup', 'Nataliya Di Donato', 'Magdeldin Elgizouli', 'Roland Ewald', 'Constanze Heine', 'Yorck Hellenbroich', 'Julia Hentschel', 'Sabine Hoffjan', 'Susanne Horn', 'Frauke Hornemann', 'Dagmar Huhle', 'Susanne B. Kamphausen', 'Wieland Kiess', 'Ilona Krey', 'Alma Kuechler', 'Ben Liesfeld', 'Andreas Merkenschlager', 'Diana Mitter', 'Petra Muschke', 'Roland Pfäffle', 'Tilman Polster', 'Ina Schanze', 'Jan-Ulrich Schlump', 'Steffen Syrbe', 'Dagmar Wieczorek', 'Martin Zenker', 'Johannes R. Lemke', 'Diana Le Duc', 'Konrad Platzer', 'Rami Abou Jamra']	male	0	2019-03-26	Scientific evaluation of negative exome sequencing followed by systematic scoring of candidate genes to decipher the genetics of neurodevelopmental disorders	Genetics
Chantal M.W. Tax	['Filip Szczepankiewicz', 'Markus Nilsson', 'Derek K. Jones']	female	1	2019-03-26	The dot-compartment revealed? Diffusion MRI with ultra-strong gradients and spherical tensor encoding in the living human brain	Neuroscience
Michael W. Vandewege	['Roy N. Patt', 'Dana K. Merriman', 'David A. Ray', 'Federico G. Hoffmann']	male	0	2019-03-26	The PIWI/piRNA response is relaxed in a rodent that lacks mobilizing transposable elements	Evolutionary
Amel Bekkar	['Anita Nasrallah', 'Nicolas Guex', 'Lluis Fajas', 'Ioannis Xenarios', 'Isabel C. Lopez-Mejia']	male	0	2019-03-26	PamgeneAnalyzeR open and reproducible pipeline for kinase profiling	Bioinformatics
Florian Schmidt	['Alexander Marx', 'Marie Hebel', 'Martin Wegner', 'Nina Baumgarten', 'Manuel Kaulich', 'Jonathan Göke', 'Jilles Vreeken', 'Marcel H. Schulz']	male	0	2019-03-26	Integrative analysis of epigenetics data identifies gene-specific regulatory elements	Bioinformatics
Dovilė Kurmanavičiūtė	['Antti Rantala', 'Mainak Jas', 'Anne Välilä', 'Lauri Parkkonen']	unknown	0	2019-03-26	Target of selective auditory attention can be robustly followed with MEG	Neuroscience
Guido Maiello	['Manuela Chessa', 'Peter J. Bex', 'Fabio Solari']	male	0	2019-03-26	Near-optimal combination of disparity across a log-polar scaled visual field	Neuroscience
Ella N Hartenian	['Britt A Glaunsinger']	female	1	2019-03-26	Xrn1 activity broadly represses RNA polymerase II occupancy at mammalian but not viral promoters during herpesvirus infection	Microbiology
Ilaria Salutari	['Roland Martin', 'Amedeo Caflisch']	female	1	2019-03-26	The TCR/peptide/MHC complex with a superagonist peptide shows similar interface and reduced flexibility compared to the complex with a self-peptide	Immunology
Hugo Gruson	['Marianne Elias', 'Juan L. Parra', 'Christine Andraud', 'Serge Berthier', 'Claire Doutrelant', 'Doris Gomez']	male	0	2019-03-26	Distribution of iridescent colours in hummingbird communities results from the interplay between selection for camouflage and communication	Ecology
Arseny S. Khakhalin	[]	male	0	2019-03-26	Graph analysis of looming-selective networks in the tectum, and its replication in a simple computational model	Neuroscience
Jeanine Rismondo	['Sven Halbedel', 'Angelika Gründling']	female	1	2019-03-26	Balanced activity of multiple FtsW and RodA proteins is crucial for maintaining cell shape and antibiotic resistance in Listeria monocytogenes	Microbiology
Wei Xue	['Sarah N. Anderson', 'Xufeng Wang', 'Liyan Yang', 'Peter A. Crisp', 'Qing Li', 'Jaclyn Noshay', 'Patrice S. Albert', 'James A. Birchler', 'Paul Bilinski', 'Michelle C. Stitzer', 'Jeffrey Ross-Ibarra', 'Sherry Flint-Garcia', 'Xuemei Chen', 'Nathan M. Springer', 'John F. Doebley']	ambiguous	1	2019-03-26	Hybrid decay: a transgenerational epigenetic decline in vigor and viability triggered in backcross populations of teosinte with maize	Genetics
Arnaud Sentis	['Bart Haegeman', 'José M. Montoya']	male	0	2019-03-26	Stoichiometric constraints modulate the effects of temperature and nutrients on biomass distribution and community stability	Ecology
