FirstAuthor	CoAuthors	Label	RT	Date	Title	Subject
Vanessa Martins-Lopes	['Anna Bellmunt', 'Erin A. Greguske', 'Alberto F. Maroto', 'Pere Boadas-Vaello', 'Jordi Llorens']	female	1	2019-03-27	Quantitative assessment of anti-gravity reflexes to evaluate vestibular dysfunction in rats	Neuroscience
Y Contreras-Baeza	['PY Sandoval', 'R Alarcón', 'A Galaz', 'F Cortés-Molina', 'K Alegría', 'F Baeza-Lehnert', 'R Arce-Molina', 'A Guequén', 'CA Flores', 'A San Martín', 'LF Barros']	unknown	0	2019-03-27	MCT4 is a high affinity transporter capable of exporting lactate in high-lactate environments	Physiology
CM Dillingham	['MM Milczarek', 'JC Perry', 'BE Frost', 'GD Parker', 'Y Assaf', 'F Sengpiel', 'SM O’Mara', 'SD Vann']	unknown	0	2019-03-27	Mammillothalamic disconnection alters hippocampo-cortical oscillatory activity and microstructure: Implications for diencephalic amnesia	Neuroscience
Roy Cox	['Theodor Rüber', 'Bernhard P Staresina', 'Juergen Fell']	male	0	2019-03-27	Heterogeneous profiles of coupled sleep oscillations in human hippocampus	Neuroscience
Geoffrey Stanley	['Ozgun Gokce', 'Robert C. Malenka', 'Thomas C. Südhof', 'Stephen R. Quake']	male	0	2019-03-27	Discrete and Continuous Cell Identities of the Adult Murine Striatum	Neuroscience
Robert A. Amezquita	['Vince J. Carey', 'Lindsay N. Carpp', 'Ludwig Geistlinger', 'Aaron T. L. Lun', 'Federico Marini', 'Kevin Rue-Albrecht', 'Davide Risso', 'Charlotte Soneson', 'Levi Waldron', 'Hervé Pagès', 'Mike Smith', 'Wolfgang Huber', 'Martin Morgan', 'Raphael Gottardo', 'Stephanie C. Hicks']	male	0	2019-03-27	Orchestrating Single-Cell Analysis with Bioconductor	Genomics
Roman Vetter	['Marco Kokic', 'Harold Gómez', 'Leonie Hodel', 'Bruno Gjeta', 'Antonella Iannini', 'Gema Villa-Fombuena', 'Fernando Casares', 'Dagmar Iber']	male	0	2019-03-27	Aboave-Weaire’s law in epithelia results from an angle constraint in contiguous polygonal lattices	Biophysics
Amélie Cabirol	['Albrecht Haase']	female	1	2019-03-27	Automated quantification of synaptic boutons reveals their 3D distribution in the insect mushroom body	Neuroscience
Elizabeth A Coe	['Jennifer Y Tan', 'Michael Shapiro', 'Pakavarin Louphrasitthiphol', 'Andrew R Bassett', 'Ana C Marques', 'Colin R Goding', 'Keith W Vance']	female	1	2019-03-27	The MITF-SOX10 regulated long non-coding RNA DIRC3 is a melanoma tumour suppressor	Cancer
Adrian Buensuceso	['Yudith Ramos Valdes', 'Gabriel E. DiMattia', 'Trevor G. Shepherd']	ambiguous	1	2019-03-27	AMPK-independent LKB1 activity is required for efficient epithelial ovarian cancer metastasis	Cancer
Pablo Rodríguez-Núñez	['Laura Romero-Pérez', 'Ana T. Amaral', 'Pilar Puerto-Camacho', 'Carmen Jordán', 'David Marcilla', 'Thomas G. P. Grunewald', 'Enrique de Alava', 'Juan Díaz-Martín']	male	0	2019-03-27	Hippo pathway effectors YAP1/TAZ induce a EWS-FLI1-opposing gene signature and associate with disease progression in Ewing Sarcoma	Cancer
Stephanie N. Caty	['Aurora Alvarez-Buylla', 'Gary D. Byrd', 'Charles Vidoudez', 'Alexandre B. Roland', 'Elicio E. Tapia', 'Bogdan Bodnik', 'Sunia A. Trauger', 'Luis A. Coloma', 'Lauren A. O’Connell']	female	1	2019-03-27	Molecular physiology of chemical defenses in a poison frog	Physiology
Tobias Lutz	['William T. Kaufhold', 'Alexander H. Clowsley', 'Anna Meletiou', 'Lorenzo Di Michele', 'Christian Soeller']	male	0	2019-03-27	Detecting nanoscale distribution of protein pairs by proximity-dependent super-resolution microscopy	Molecular
Charlotte A. Stoneham	['Peter W. Ramirez', 'Rajendra Singh', 'Marissa Suarez', 'Andrew Debray', 'Christopher Lim', 'Xiaofei Jia', 'Yong Xiong', 'John Guatelli']	female	1	2019-03-27	A conserved acidic cluster motif in SERINC5 confers resistance to antagonism by HIV-1 Nef	Microbiology
Marco Kokic	['Antonella Iannini', 'Gema Villa-Fombuena', 'Fernando Casares', 'Dagmar Iber']	male	0	2019-03-27	Minimisation of surface energy drives apical epithelial organisation and gives rise to Lewis’ law	Biophysics
Xiao-Chuan Cai	['Tuo Zhang', 'Eui-jun Kim', 'Ming Jiang', 'Ke Wang', 'Junyi Wang', 'Shi Chen', 'Nawei Zhang', 'Hong Wu', 'Fengling Li', 'Carlo C. dela Seña', 'Hong Zheng', 'Victor Vivcharuk', 'Xiang Niu', 'Weihong Zheng', 'Jonghan P. Lee', 'Yuling Chen', 'Dalia Barsyte', 'Magda Szewczyk', 'Taraneh Hajian', 'Glorymar Ibáñez', 'Aiping Dong', 'Ludmila Dombrovsky', 'Zhenyu Zhang', 'Haiteng Deng', 'Jinrong Min', 'Cheryl H. Arrowsmith', 'Linas Mazutis', 'Lei Shi', 'Masoud Vedadi', 'Peter J. Brown', 'Jenny Xiang', 'Li-Xuan Qin', 'Wei Xu', 'Minkui Luo']	unknown	0	2019-03-27	A Chemical Probe of CARM1 Alters Epigenetic Plasticity against Breast Cancer Cell Invasion	Biochemistry
Federico Pelisch	['Laura Bel Borja', 'Ellis G. Jaffray', 'Ronald T. Hay']	male	0	2019-03-27	Sumoylation regulates central spindle protein dynamics during chromosome segregation in oocytes	Cell
Cansu Küey	['Gabrielle Larocque', 'Nicholas I. Clarke', 'Stephen J. Royle']	female	1	2019-03-27	Unintended inhibition of protein function using GFP nanobodies in human cells	Cell
Ryan C. Killoran	['Matthew J. Smith']	male	0	2019-03-27	Conformational resolution of nucleotide cycling and effector interactions for multiple small GTPases in parallel	Biochemistry
N. Hanna	['F. Burdet', 'A. Melotti', 'C. Bosmani', 'S. Kicka', 'H. Hilbi', 'P. Cosson', 'M. Pagni', 'T. Soldati']	unknown	0	2019-03-27	Time-resolved RNA-seq profiling of the infection of Dictyostelium discoideum by Mycobacterium marinum reveals an integrated host response to damage and stress	Systems
Colin M Wakeham	['Gaoying Ren', 'Catherine W Morgans']	male	0	2019-03-27	Expression and distribution of Trophoblast Glycoprotein in the mouse retina	Neuroscience
Allison Fay	['Nadine Czudnochowski', 'Jeremy Rock', 'Jeffrey R. Johnson', 'Nevan J. Krogan', 'Oren Rosenberg', 'Michael S. Glickman']	female	1	2019-03-27	Two accessory proteins govern MmpL3 mycolic acid transport in mycobacteria	Microbiology
Amira S. Nieva	['Juan M. Vilas', 'Andrés Gárriz', 'Santiago J. Maiale', 'Ana B. Menéndez', 'Alexander Erban', 'Joachim Kopka', 'Oscar A. Ruiz']	female	1	2019-03-27	The fungal endophyte Fusarium solani provokes differential effects on the energy balance of two Lotus species	Microbiology
Song-Hyo Jin	['Se-Kon Kim', 'Seong-Beom Lee']	unknown	0	2019-03-27	M. leprae infects human keratinocytes via the interaction of laminin-5 with α-dystroglycan, integrin-β1, or -β4	Microbiology
Stella T. Lartey	['Costan G. Magnussen', 'Lei Si', 'Godfred O. Boateng', 'Barbara de Graaff', 'Richard Berko Biritwum', 'Nadia Minicuci', 'Paul Kowal', 'Leigh Blizzard', 'Andrew J. Palmer']	female	1	2019-03-27	Rapidly increasing prevalence of overweight and obesity in older Ghanaian adults from 2007-2015: evidence from WHO-SAGE Waves 1 &amp;amp; 2	Epidemiology
Sophie Laturnus	['Dmitry Kobak', 'Philipp Berens']	female	1	2019-03-27	A systematic evaluation of neural morphology representations for cell type discrimination	Neuroscience
Bruna Gonçalves	['Ruben Bernardo', 'Can Wang', 'Nuno A. Pedro', 'Geraldine Butler', 'Joana Azeredo', 'Mariana Henriques', 'Nuno Pereira Mira', 'Sónia Silva']	female	1	2019-03-27	Effect of progesterone on Candida albicans biofilm formation under acidic conditions: a transcriptomic analysis	Microbiology
Jenny Algotsson	['Peter Jönsson', 'Jan Forsman', 'Daniel Topgaard', 'Olle Söderman']	female	1	2019-03-27	Intermolecular interactions play a role in the distribution and transport of charged contrast agents in a cartilage model	Biophysics
Saira Khan	['Clauvis Nji Tizi Taning', 'Elias Bonneure', 'Sven Mangelinckx', 'Guy Smagghe', 'Raza Ahmad', 'Nighat Fatima', 'Muhammad Asif', 'Mohammad Maroof Shah']	unknown	0	2019-03-27	Bioactivity-guided isolation of rosmarinic acid as a principle bioactive compound from the butanol extract of Isodon rugosus against pea aphid, Acyrthosiphon pisum	Plant
Janeyuth Chaisakul	['Nattapon Sookprasert', 'Robert A. Harrison', 'Narongsak Chaiyabutr', 'Lawan Chanhome', 'Nicholas R. Casewell']	unknown	0	2019-03-27	Evaluation of the geographical utility of Eastern Russell’s viper (Daboia siamensis) antivenom from Thailand and an assessment of its protective effects against venom-induced nephrotoxicity	Pharmacology
Victoria T. Hunniford	['Agnes Grudniewicz', 'Dean A. Fergusson', 'Emma Grigor', 'Casey Lansdell', 'Manoj M. Lalu', 'on behalf of the Canadian Critical Care Translational Biology Group']	female	1	2019-03-27	Multicenter preclinical studies as an innovative method to enhance translation: a systematic review of published studies	Epidemiology
Fan Zhou	['Justa Kardash', 'Hilal Bhat', 'Vikas Duhan', 'Sarah-Kim Friedrich', 'Judith Bezgovsek', 'Halime Kalkavan', 'Michael Bergerhausen', 'Max Schiller', 'Yara Machlah', 'Tim Brandenburg', 'Cornelia Hardt', 'Michal Krolik', 'Lukas Flatz', 'Philipp A. Lang', 'Karl S. Lang']	female	1	2019-03-27	Viral infection overcomes ineffectiveness of anti-tumoral CD8+ T cell mediated cytotoxicity	Immunology
Kusumawadee Utispan	['Nattisa Niyomtham', 'Boon-ek Yingyongnarongkul', 'Sittichai Koontongkaew']	unknown	0	2019-03-27	Ethanolic extract of Ocimum sanctum leaves reduced invasion and matrix metalloproteinase activity of head and neck cancer cell lines	Cancer
Sarah R. Metzbower	['Yuyoung Joo', 'David R. Benavides', 'Thomas A. Blanpied']	female	1	2019-03-27	Properties of individual hippocampal synapses influencing NMDA-receptor activation by spontaneous neurotransmission	Neuroscience
Jerome Korzelius	['Tal Ronnen-Oron', 'Maik Baldauf', 'Elke Meier', 'Pedro Sousa-Victor', 'Heinrich Jasper']	male	0	2019-03-27	The WT1-like transcription factor Klumpfuss maintains lineage commitment in the intestine	Developmental
Joseph Atherton	['Yanzhang Luo', 'Shengqi Xiang', 'Chao Yang', 'Kai Jiang', 'Marcel Stangier', 'Annapurna Vemu', 'Alexander D. Cook', 'Su Wang', 'Antonina Roll-Mecak', 'Michel O. Steinmetz', 'Anna Akhmanova', 'Marc Baldus', 'Carolyn A. Moores']	male	0	2019-03-27	Structural determinants of microtubule minus end preference in CAMSAP CKK domains	Biophysics
Steven Johnson	['Lucas Kuhlen', 'Justin C. Deme', 'Patrizia Abrusci', 'Susan M. Lea']	male	0	2019-03-27	The structure of an injectisome export gate demonstrates conservation of architecture in the core export gate between flagellar and virulence type three secretion systems	Biochemistry
Anna Cały	['Małgorzata Alicja Śliwińska', 'Magdalena Ziółkowska', 'Kacper Łukasiewicz', 'Roberto Pagano', 'Agata Nowacka', 'Malgorzata Borczyk', 'Kasia Radwanska']	female	1	2019-03-27	Contribution of PSD-95 protein to reward location memory	Neuroscience
Colin M. Wakeham	['Phillip A. Wilmarth', 'Jennifer M. Cunliffe', 'John E. Klimek', 'Gaoying Ren', 'Larry L. David', 'Catherine W. Morgans']	male	0	2019-03-27	Identification of PKCα-dependent phosphoproteins in mouse retina	Neuroscience
Ruddi Rodríguez-García	['Vladimir A. Volkov', 'Chiung-Yi Chen', 'Eugene A. Katrukha', 'Natacha Olieric', 'Amol Aher', 'Ilya Grigoriev', 'Magdalena Preciado López', 'Michel O. Steinmetz', 'Lukas C. Kapitein', 'Gijsje Koenderink', 'Marileen Dogterom', 'Anna Akhmanova']	unknown	0	2019-03-27	Mechanisms of motor-independent membrane remodeling driven by dynamic microtubules	Cell
John C. Dawson	['Bryan Serrels', 'Adam Byron', 'Morwenna Muir', 'Ashraff Makda', 'Amaya García-Muñoz', 'Alex von Kriegsheim', 'Neil O. Carragher', 'Margaret C. Frame']	male	0	2019-03-27	A Synergistic Anti-Cancer FAK and HDAC Inhibitor Combination Discovered by a Novel Chemical-Genetic High-Content Phenotypic Screen	Cancer
Samuel E. Lacey	['Shaoda He', 'Sjors H. W. Scheres', 'Andrew P. Carter']	male	0	2019-03-27	Cryo-EM of dynein microtubule-binding domains shows how an axonemal dynein distorts the microtubule	Molecular
Anand Vasudevan	['Prasamit S. Baruah', 'Joan C. Smith', 'Zihua Wang', 'Nicole M. Sayles', 'Peter Andrews', 'Jude Kendall', 'Narendra Kumar Chunduri', 'Dan Levy', 'Michael Wigler', 'Zuzana Storchová', 'Jason M. Sheltzer']	male	0	2019-03-27	Single chromosome gains can function as metastasis suppressors and metastasis promoters	Cancer
Judith Schlagnitweit	['Sarah Friebe Sandoz', 'Aleksander Jaworski', 'Ileana Guzzetti', 'Fabien Aussenac', 'Rodrigo J. Carbajo', 'Elisabetta Chiarparin', 'Andrew J. Pell', 'Katja Petzold']	ambiguous	1	2019-03-27	Observing an antisense drug complex in intact human cells by in-cell NMR	Biophysics
Pascal Hagolani	['Roland Zimm', 'Miquel Marin-Riera', 'Isaac Salazar-Ciudad']	male	0	2019-03-27	Cell signalling stabilizes morphogenesis against noise	Developmental
Tomas Vicar	['Martina Raudenska', 'Jaromir Gumulec', 'Michal Masarik', 'Jan Balvan']	male	0	2019-03-27	Detection and characterization of apoptotic and necrotic cell death by time-lapse quantitative phase image analysis	Cell
Anna Höving	['Madlen Merten', 'Kazuko Elena Schmidt', 'Isabel Faust', 'Lucia Mercedes Ruiz-Perera', 'Henning Hachmeister', 'Sebastian-Patrick Sommer', 'Buntaro Fujita', 'Thomas Pühler', 'Thomas Huser', 'Johannes Greiner', 'Barbara Kaltschmidt', 'Jan Gummert', 'Cornelius Knabbe', 'Christian Kaltschmidt']	female	1	2019-03-27	Identification of a human adult cardiac stem cell population with neural crest origin	Cell
Yufeng Gao	['Xianyuan Xia', 'Jia Yu', 'Tingai Chen', 'Zhili Xu', 'Long Xiao', 'Liang Wang', 'Fei Yan', 'Zhuo Du', 'Jun Chu', 'Hairong Zheng', 'Hui Li', 'Wei Zheng']	unknown	0	2019-03-27	Volumetric two-photon imaging in live cells and embryos via axially gradient excitation	Bioengineering
Ulrik Beierholm	['Tim Rohe', 'Ambra Ferrari', 'Oliver Stegle', 'Uta Noppeney']	male	0	2019-03-27	Using the past to estimate sensory uncertainty	Neuroscience
Ethan Linck	['Benjamin G. Freeman', 'John P. Dumbacher']	male	0	2019-03-27	Speciation with gene flow across an elevational gradient in New Guinea kingfishers	Evolutionary
Gabriel L. Lozano	['Changhui Guan', 'Yanzhuan Cao', 'Bradley R. Borlee', 'Nichole A. Broderick', 'Eric V. Stabb', 'Jo Handelsman']	ambiguous	1	2019-03-27	A chemical counterpunch: Chromobacterium violaceum ATCC31532 produces violacein in response to translation-inhibiting antibiotics	Microbiology
Monica Granados	['Katie S. Pagnucco', 'Anthony Ricciardi']	female	1	2019-03-27	Consequences of consumer origin and omnivory on stability in experimental food web modules	Ecology
Kui Xu	['Nan Liu', 'Jingle Xu', 'Chunlong Guo', 'Lingyun Zhao', 'Hong-Wei Wang', 'Qiangfeng Cliff Zhang']	ambiguous	1	2019-03-27	VRmol: an Integrative Cloud-Based Virtual Reality System to Explore Macromolecular Structure	Bioinformatics
Toby Pillinger	['Emanuele F. Osimo', 'Antonio de Marvao', 'Alaine Berry', 'Thomas Whitehurst', 'Ben Statton', 'Marina Quinlan', 'Stefan Brugger', 'Ali Vazir', 'Stuart A. Cook', 'Declan P. O’Regan', 'Oliver D. Howes']	ambiguous	1	2019-03-27	Cardiac structure and function in patients with schizophrenia taking antipsychotic drugs: an MRI study	Physiology
Trisha Lian	['Kevin J. MacKenzie', 'David H. Brainard', 'Nicolas P. Cottaris', 'Brian A. Wandell']	female	1	2019-03-27	Ray tracing 3D spectral scenes through human optics models	Neuroscience
Yiyi Wang	['Nicolas Bensaid', 'Pavan Tiruveedhula', 'Jianqiang Ma', 'Sowmya Ravikumar', 'Austin Roorda']	unknown	0	2019-03-27	Human Foveal Cone Photoreceptor Topography and its Dependence on Eye Length	Neuroscience
Edwina R Orchard	['Phillip GD Ward', 'Francesco Sforazzini', 'Elsdon Storey', 'Gary F Egan', 'Sharna D Jamadar']	female	1	2019-03-27	Cortical changes associated with parenthood are present in late life	Neuroscience
Cilly Bernardette Schnider	['Hao Yang', 'Lora Starrs', 'Anna Ehmann', 'Farid Rahimi', 'Elena Di Pierro', 'Giovanna Graziadei', 'Kathryn Matthews', 'Tania De Koning-Ward', 'Denis C. Bauer', 'Simon J. Foote', 'Brendan J. McMorran', 'Gaetan Burgio']	female	1	2019-03-27	Host porphobilinogen deaminase deficiency confers malaria resistance in Plasmodium chabaudi but not in Plasmodium falciparum or Plasmodium berghei during intraerythrocytic growth	Microbiology
Walter Fabricio Silva Martins	['Craig Stephen Wilding', 'Alison Taylor Isaacs', 'Emily Joy Rippon', 'Karine Megy', 'Martin James Donnelly']	male	0	2019-03-27	Transcriptomic analysis of insecticide resistance in the lymphatic filariasis vector Culex quinquefasciatus	Genomics
Miao Li	['Dongnhu T. Truong', 'Mellissa DeMille', 'Jeffrey G. Malins', 'Maureen W. Lovett', 'Joan Bosson-Heenan', 'Jeffrey R. Gruen', 'on behalf of the Genes, Reading, and Dyslexia Study', 'Jan C. Frijters']	ambiguous	1	2019-03-27	Effect of READ1 on latent profiles of reading disability and comorbid attention and language learning disability subtypes	Genetics
Michael C. Rotter	['Mario Vallejo-Marin', 'Liza M. Holeski']	male	0	2019-03-27	A test of the evolution of increased competitive ability in two invaded regions	Ecology
Shivani Sachdev	['Rochelle Boyd', 'Natasha L Grimsey', 'Mark Connor']	female	1	2019-03-27	Brodifacoum does not modulate human cannabinoid receptor-mediated hyperpolarization of AtT20 cells or inhibition of adenylyl cyclase in HEK 293 cells	Pharmacology
Tobias Overath	['Joon H. Paik']	male	0	2019-03-27	From acoustic to linguistic analysis of temporal speech structure: acousto-linguistic transformation during speech perception using speech quilts	Neuroscience
José M. Yáñez	['Grazyella M. Yoshida', 'Ángel Parra', 'Katharina Correa', 'Agustín Barría', 'Liane N. Bassini', 'Kris A. Christensen', 'Maria E. López', 'Roberto Carvalheiro', 'Jean P. Lhorente', 'Rodrigo Pulgar']	male	0	2019-03-27	Comparative genomic analysis of three salmonid species identifies functional candidate genes involved in resistance to the intracellular bacteria Piscirickettsia salmonis	Genomics
Sara Alvira	['Daniel W. Watkins', 'Lucy Troman', 'James Lorriman', 'Bertram Daum', 'Vicki A.M. Gold', 'Ian Collinson']	female	1	2019-03-27	Trans-membrane association of the Sec and BAM complexes for bacterial outer-membrane biogenesis	Biochemistry
Inés María Iglesias-Rodríguez	['Shusaku Mizukami', 'Dao Huy Manh', 'Tieu Minh Thuan', 'Hugo Alberto Justiniano', 'Sachio Miura', 'George Ito', 'Nguyen Tien Huy', 'Kenji Hirayama']	female	1	2019-03-27	Knowledge of Chagas disease in Latin American migrant population living in Japan and factors associated with knowledge level	Scientific
Arnab Bose	['Surabhi Sudevan', 'Vinay J. Rao', 'Hiroki Shima', 'Kazuhiko Igarashi', 'Tapas K. Kundu']	unknown	0	2019-03-27	The haploinsufficient tumor suppressor Tip60 negatively regulates the oncogenic Aurora B kinase	Biochemistry
Mohammad H. Hasan	['Rinkuben Parmar', 'Quntao Liang', 'Hong Qiu', 'Vaibhav Tiwari', 'Joshua Sharp', 'Lianchun Wang', 'Ritesh Tandon']	male	0	2019-03-26	The degree of polymerization and sulfation patterns in heparan sulfate are critical determinants of cytomegalovirus infectivity	Microbiology
Lydia Maus	['Bekir Altas', 'JeongSeop Rhee', 'Nils Brose', 'Cordelia Imig', 'Benjamin H. Cooper']	female	1	2019-03-26	Correlating Synaptic Ultrastructure and Function at the Nanoscale	Neuroscience
Matthew S. Faber	['Emily E. Wrenbeck', 'Laura R. Azouz', 'Paul J. Steiner', 'Timothy A. Whitehead']	male	0	2019-03-26	Impact of initial protein stability on local fitness landscapes	Evolutionary
Walter Fabricio Silva Martins	['Bárbara Natieli Silva Pereira', 'Ana Thayse Vieira Alves', 'Annabel Murphy', 'Paulo Geovani Silva Martins', 'David Weetman', 'Craig Stephen Wilding', 'Martin James Donnelly']	male	0	2019-03-26	Development and Application of a Tri-allelic PCR Assay for Screening Vgsc-L1014F Kdr Mutations Associated with Pyrethroid and Organochlorine Resistance in the Mosquito Culex quinquefasciatus	Genetics
Erin R. Siracusa	['Stan Boutin', 'Ben Dantzer', 'Jeffrey E. Lane', 'David W. Coltman', 'Andrew G. McAdam']	ambiguous	1	2019-03-26	Familiar neighbors, but not relatives, enhance fitness in a territorial mammal	Evolutionary
Irena Fischer-Hwang	['Idoia Ochoa', 'Tsachy Weissman', 'Mikel Hernaez']	female	1	2019-03-26	Denoising of Aligned Genomic Data	Bioinformatics
Kiyohito Iigaya	['Tobias U. Hauser', 'Zeb Kurth-Nelson', 'John P. O’Doherty', 'Peter Dayan', 'Raymond J. Dolan']	unknown	0	2019-03-26	Hippocampal-midbrain circuit enhances the pleasure of anticipation in the prefrontal cortex	Neuroscience
Paula M. Mabee	['James P. Balhoff', 'Wasila M. Dahdul', 'Hilmar Lapp', 'Christopher J. Mungall', 'Todd J. Vision']	female	1	2019-03-26	A logical model of homology for comparative biology	Evolutionary
Katsuhisa Kawaguchi	['Paria Pourriahi', 'Lenka Seillier', 'Stephane Clery', 'Hendrikje Nienborg']	male	0	2019-03-26	Easily adaptable head-free training system of macaques for tasks requiring precise measurements of eye position	Neuroscience
Priscilla Tang	['Kamelia Miri', 'Susannah Varmuza']	female	1	2019-03-26	Unique Trophoblast Chromatin Environment Mediated by the PcG Protein SFMBT2	Genomics
Jason J. Ki	['Lucas C. Parra', 'Jacek P. Dmochowski']	male	0	2019-03-26	Action enhances perception: Visually evoked neural responses are enhanced when engaging in a motor task	Neuroscience
Daniel Roderer	['Oliver Hofnagel', 'Roland Benz', 'Stefan Raunser']	ambiguous	1	2019-03-26	Structure of a Tc holotoxin pore provides insights into the translocation mechanism	Molecular
Roo Vandegrift	['Ashkaan K. Fahimipour', 'Mario Muscarella', 'Ashley C. Bateman', 'Kevin Van Den Wymelenberg', 'Brendan J.M. Bohannan']	unknown	0	2019-03-26	Moving microbes: the dynamics of transient microbial residence on human skin	Microbiology
Roberto Arriga	['Sara Caratelli', 'Giulia Lanzilli', 'Alessio Ottaviani', 'Carlo Cenciarelli', 'Tommaso Sconocchia', 'Giulio Cesare Spagnoli', 'Giandomenica Iezzi', 'Mario Roselli', 'Davide Lauro', 'Gianpietro Dotti', 'Soldano Ferrone', 'Giuseppe Sconocchia']	male	0	2019-03-26	CD16-158-Valine Chimeric Receptor T Cells Overcome the Resistance of KRAS-mutated Colorectal Carcinoma Cells to Cetuximab	Immunology
Jose Antonio Corona-Gomez	['Irving Jair Garcia-Lopez', 'Peter F. Stadler', 'Selene L. Fernandez-Valverde']	male	0	2019-03-26	Splicing conservation signals in plant long non-coding RNAs	Genomics
Cesar O. Flores	['Susanne Kortsch', 'Derek Tittensor', 'Mike Harfoot', 'Drew Purves']	male	0	2019-03-26	Food Webs: Insights from a General Ecosystem Model	Ecology
Zhentao Sheng	['Wei Du']	unknown	0	2019-03-26	NatB modulates Rb mutant cell death and tumor growth by regulating EGFR/MAPK signaling through the N-end rule pathways	Cell
Giulio Caravagna	['Timon Heide', 'Marc Williams', 'Luis Zapata', 'Daniel Nichol', 'Ketevan Chkhaidze', 'William Cross', 'George D. Cresswell', 'Benjamin Werner', 'Ahmet Acar', 'Chris P. Barnes', 'Guido Sanguinetti', 'Trevor A. Graham', 'Andrea Sottoriva']	male	0	2019-03-26	Model-based tumor subclonal reconstruction	Bioinformatics
Davis A. Englund	['Kevin A. Murach', 'Cory M. Dungan', 'Vandré C. Figueiredo', 'Ivan J. Vechetti', 'Esther E. Dupont-Versteegden', 'John J. McCarthy', 'Charlotte A. Peterson']	male	0	2019-03-26	Depletion of resident muscle stem cells inhibits muscle fiber hypertrophy induced by lifelong physical activity	Physiology
Praveen Kuruppath	['Leonardo Belluscio']	male	0	2019-03-26	Functional relevance of dual olfactory bulb in olfactory coding	Neuroscience
