FirstAuthor	CoAuthors	Label	RT	Date	Title	Subject
James R. Whiting	['Bonnie A. Fraser']	male	0	2019-03-28	Contingent Convergence: The ability to detect convergent genomic evolution is dependent on demographic similarity	Evolutionary
Madhusmita Tripathy	['Anand Srivastava']	unknown	0	2019-03-28	Identifying Lipid Membrane Packing Defects in 3-Dimension: When Depth Does Matter	Biophysics
Zach DiNardo	['Kiran Tomlinson', 'Anna Ritz', 'Layla Oesper']	male	0	2019-03-28	Distance Measures for Tumor Evolutionary Trees	Bioinformatics
James Schuler	['Ram Samudrala']	male	0	2019-03-28	Fingerprinting CANDO: Increased Accuracy with Structure and Ligand Based Shotgun Drug Repurposing	Bioinformatics
Kiyoko M. Gotanda	[]	female	1	2019-03-28	Human influences on antipredator behaviour in Darwin’s finches	Animal
Wolfgang M. Pauli	['Matt Jones']	male	0	2019-03-28	Changepoint detection versus reinforcement learning: Separable neural substrates approximate different forms of Bayesian inference	Neuroscience
Gregory R. Keele	['Bryan C. Quach', 'Jennifer W. Israel', 'Yihui Zhou', 'Grace A. Chappell', 'Lauren Lewis', 'Alexias Safi', 'Jeremy M. Simon', 'Paul Cotney', 'Gregory E. Crawford', 'Fred A. Wright', 'William Valdar', 'Ivan Rusyn', 'Terrence S. Furey']	male	0	2019-03-28	Integrative QTL analysis of gene expression and chromatin accessibility identifies multi-tissue patterns of genetic regulation	Genomics
Juliette Tariel	['Sandrine Plénet', 'Émilien Luquet']	female	1	2019-03-28	Transgenerational plasticity of inducible defenses: combined effects of grand-parental, parental and current environments	Evolutionary
Siddharth Subramaniyam	['Michael A DeJesus', 'Anisha Saveri', 'Clare M Smith', 'Richard E Baker', 'Sabine Ehrt', 'Dirk Schnappinger', 'Christopher M Sassetti', 'Thomas R Ioerger']	unknown	0	2019-03-28	Statistical Analysis of Variability in TnSeq Data Across Conditions Using Zero-Inflated Negative Binomial Regression	Bioinformatics
Barnabas Zogo	['Dieudonné Diloma Soma', 'Bertin N’Cho Tchiekoi', 'Anthony Somé', 'Ludovic P. Ahoua Alou', 'Alphonsine A. Koffi', 'Florence Fournet', 'Amal Dahounto', 'Baba Coulibaly', 'Souleymane Kandé', 'Roch Kounbobr Dabiré', 'Lamine Baba-Moussa', 'Nicolas Moiroux', 'Cédric Pennetier']	male	0	2019-03-28	Anopheles bionomics, insecticide resistance mechanisms and malaria transmission in the Korhogo area, northern Côte d’Ivoire: a pre-intervention study	Zoology
NK Ytting	['JA Kirkegaard', 'K Thorup-Kristensen']	unknown	0	2019-03-28	Optimizing root measurements in rhizotrons	Plant
Shakti N. Menon	['P. Varuni', 'Gautam I. Menon']	ambiguous	1	2019-03-28	Information Integration and Collective Motility in Phototactic Cyanobacteria	Microbiology
E. Etoundi	['J. Marescaux', 'M. Vastrade', 'N. Debortoli', 'S.M. Hedtke', 'L.-M. Pigneur', 'J. Virgo', 'J.-F. Flot', 'K. Van Doninck']	unknown	0	2019-03-28	Distinct biogeographic origins of androgenetic Corbicula lineages followed by genetic captures	Evolutionary
Martin Kollmar	['Tobias Welz', 'Felix Straub', 'Noura Alzahofi', 'Klas Hatje', 'Deborah A. Briggs', 'Annette Samol-Wolf', 'Pawel Burkhardt', 'Alistair Hume', 'Eugen Kerkhoff']	male	0	2019-03-28	Animal evolution coincides with a novel degree of freedom in exocytic transport processes	Cell
Kazumitsu Maehara	['Yasuyuki Ohkawa']	male	0	2019-03-28	Modeling latent flows on single-cell data using the Hodge decomposition	Bioinformatics
Tushar Ranjan Moharana	['Nalam Madhusudhana Rao']	unknown	0	2019-03-28	Substrate structure and computation guided engineering of a Lipase for Omega-3 fatty acid selectivity	Biochemistry
Edmund R. Hunt	['Brian Mi', 'Rediet Geremew', 'Camila Fernandez', 'Brandyn M. Wong', 'Jonathan N. Pruitt', 'Noa Pinter-Wollman']	male	0	2019-03-28	Resting networks and personality predict attack speed in social spiders	Animal
Pierre Salvy	['Vassily Hatzimanikatis']	male	0	2019-03-28	ETFL: A formulation for flux balance models accounting for expression, thermodynamics, and resource allocation constraints	Systems
Jinzhi Lei	[]	unknown	0	2019-03-28	A general mathematical framework for understanding the behavior of heterogeneous stem cell regeneration	Systems
Dongya Wu	['Lingzhong Fan', 'Ming Song', 'Haiyan Wang', 'Congying Chu', 'Shan Yu', 'Tianzi Jiang']	unknown	0	2019-03-28	Hierarchy of connectivity-function relationship of the human cortex revealed through predicting activity across functional domains	Neuroscience
Alexander J. Billig	['Björn Herrmann', 'Ariane E. Rhone', 'Phillip E. Gander', 'Kirill V. Nourski', 'Beau F. Snoad', 'Christopher K. Kovach', 'Hiroto Kawasaki', 'Matthew A. Howard', 'Ingrid S. Johnsrude']	male	0	2019-03-28	A sound-sensitive source of alpha oscillations in human non-primary auditory cortex	Neuroscience
Sundaram Acharya	['Arpit Mishra', 'Deepanjan Paul', 'Asgar Hussain Ansari', 'Mohd. Azhar', 'Namrata Sharma', 'Meghali Aich', 'Dipanjali Sinha', 'Saumya Sharma', 'Shivani Jain', 'Arjun Ray', 'Souvik Maiti', 'Debojyoti Chakraborty']	male	0	2019-03-28	Francisella novicida Cas9 interrogates genomic DNA with very high specificity and can be used for mammalian genome editing	Molecular
Liliane Costa Conteville	['Joseli Oliveira-Ferreira', 'Ana Carolina Paulo Vicente']	female	1	2019-03-28	Gut Microbiome Functional and Taxonomic Diversity within an Amazonian semi-nomadic hunter-gatherer group	Microbiology
Paula Rovira	['Ditte Demontis', 'Cristina Sánchez-Mora', 'Tetyana Zayats', 'Marieke Klein', 'Nina Roth Mota', 'Heike Weber', 'Iris Garcia-Martínez', 'Mireia Pagerols', 'Laura Vilar', 'Lorena Arribas', 'Vanesa Richarte', 'Montserrat Corrales', 'Christian Fadeuilhe', 'Rosa Bosch', 'Gemma Español Martin', 'Peter Almos', 'Alysa E. Doyle', 'Eugenio Horacio Grevet', 'Oliver Grimm', 'Anne Halmøy', 'Martine Hoogman', 'Mara Hutz', 'Christian P. Jacob', 'Sarah Kittel-Schneider', 'Per M. Knappskog', 'Astri J. Lundervold', 'Olga Rivero', 'Diego Luiz Rovaris', 'Angelica Salatino-Oliveira', 'Bruna Santos da Silva', 'Evgenij Svirin', 'Emma Sprooten', 'Tatyana Strekalova', 'ADHD Working Group of the Psychiatric Genomics Consortium', 'Ole Andreas Andreassen', 'Tobias Banaschewski', 'Mark Bellgrove', 'Joseph Biederman', 'Christie Burton', 'Jennifer Crosbie', 'Søren Dalsgaard', 'Josephine Elia', 'Hakon Hakonarson', 'Catharina A. Hartman', 'Ziarih Hawi', 'Johannes Hebebrand', 'Anke Hinney', 'Sandra Loo', 'James McGough', 'Benjamin Neale', 'Robert Oades', 'Ted Reichborn-Kjennerud', 'Aribert Rothenberger', 'Russell Schachar', 'Irwin Waldman', '23andMe Research team', 'Michelle Agee', 'Babak Alipanahi', 'Adam Auton', 'Robert K. Bell', 'Katarzyna Bryc', 'Sarah L. Elson', 'Pierre Fontanillas', 'Nicholas A. Furlotte', 'David A. Hinds', 'Karen E. Huber', 'Aaron Kleinman', 'Nadia K. Litterman', 'Jennifer C. McCreight', 'Matthew H. McIntyre', 'Joanna L. Mountain', 'Elizabeth S. Noblin', 'Carrie A.M. Northover', 'Steven J. Pitts', 'J. Fah Sathirapongsasuti', 'Olga V. Sazonova', 'Janie F. Shelton', 'Suyash Shringarpure', 'Chao Tian', 'Joyce Y. Tung', 'Vladimir Vacic', 'Xin Wang', 'Catherine H. Wilson', 'Alejandro Arias-Vasquez', 'Edmund J.S. Sonuga-Barke', 'Philip Asherson', 'Claiton Henrique Dotto Bau', 'Jan K. Buitelaar', 'Bru Cormand', 'Stephen V. Faraone', 'Jan Haavik', 'Stefan E. Johansson', 'Jonna Kuntsi', 'Henrik Larsson', 'Klaus-Peter Lesch', 'Andreas Reif', 'Luis Augusto Rohde', 'Miquel Casas', 'Anders D. Børglum', 'Barbara Franke', 'Josep Antoni Ramos-Quiroga', 'María Soler Artigas', 'Marta Ribasés']	female	1	2019-03-28	Shared genetic background between children and adults with attention deficit/hyperactivity disorder	Genetics
Pedro Almeida	['Estelle Proux-Wera', 'Allison Churcher', 'Lucile Soler', 'Jacques Dainat', 'Pascal Pucholt', 'Jessica Nordlund', 'Tom Martin', 'Ann Christine Rönnberg-Wästljung', 'Björn Nystedt', 'Sofia Berlin', 'Judith E. Mank']	male	0	2019-03-28	Single-molecule genome assembly of the Basket Willow, Salix viminalis, reveals earliest stages of sex chromosome expansion	Evolutionary
Peng Du	['Huw A. Ogilvie', 'Luay Nakhleh']	ambiguous	1	2019-03-28	Unifying Gene Duplication, Loss, and Coalescence on Phylogenetic Networks	Evolutionary
George A. Tollefson	['Jessica Schuster', 'Fernando Gelin', 'Ashok Ragavendran', 'Isabel Restrepo', 'Paul Stey', 'James Padbury', 'Alper Uzun']	ambiguous	1	2019-03-28	VIVA (VIsualization of VAriants): A VCF file visualization tool	Bioinformatics
Jie Hou	['Renzhi Cao', 'Jianlin Cheng']	ambiguous	1	2019-03-28	Deep convolutional neural networks for predicting the quality of single protein structural models	Bioinformatics
Zackary Falls	['William Mangione', 'James Schuler', 'Ram Samudrala']	male	0	2019-03-28	Exploration of interaction scoring criteria in the CANDO platform	Bioinformatics
Tom Altenburg	['Björn Goldenbogen', 'Jannis Uhlendorf', 'Edda Klipp']	male	0	2019-03-28	Osmolyte homeostasis controls single-cell growth rate and maximum cell size of Saccharomyces cerevisiae	Systems
Marcus Griffiths	['Jonathan A. Atkinson', 'Laura-Jayne Gardiner', 'Ranjan Swarup', 'Michael P. Pound', 'Michael H. Wilson', 'Malcolm J. Bennett', 'Darren M. Wells']	male	0	2019-03-28	Identification of nitrogen-dependent QTL and underlying genes for root system architecture in hexaploid wheat	Plant
Nadine Suffee	['Thomas Moore-Morris', 'Nathalie Mougenot', 'Gilles Dilanian', 'Myriam Berthet', 'Bernd Jagla', 'Julie Proukhnitzky', 'Pascal Le Prince', 'David A Tregouet', 'Michel Pucéat', 'Stéphane N Hatem']	female	1	2019-03-28	Cell Specific Reactivation of Epicardium at the Origin of Fibro-Fatty Remodeling of the Atrial Myocardium	Pathology
Johannes Burge	['Victor Rodriguez-Lopez', 'Carlos Dorronsoro']	male	0	2019-03-28	Monovision and the Misperception of Motion	Neuroscience
Anna Cäcilia Masche	['Katrine Kielsen', 'Malene Skovsted Cilieborg', 'Ole Lund', 'Susan Holmes', 'Frank M. Aarestrup', 'Klaus Gottlob Müller', 'Sünje Johanna Pamp']	female	1	2019-03-28	Specific gut microbiome members are associated with distinct immune markers in allogeneic hematopoietic stem cell transplantation	Microbiology
Alexander T. Xue	['Daniel R. Schrider', 'Andrew D. Kern', 'Ag1000G Consortium']	male	0	2019-03-28	Discovery of ongoing selective sweeps within Anopheles mosquito populations using deep learning	Evolutionary
M Aguilar-Aragon	['G Fletcher', 'BJ Thompson']	unknown	0	2019-03-28	Apical transport of Crumbs maintains epithelial cell polarity	Developmental
George J. Stanley	['Bernice Akpinar', 'Qi Shen', 'Patrick D. Ellis Fisher', 'C. Patrick Lusk', 'Chenxiang Lin', 'Bart W. Hoogenboom']	ambiguous	1	2019-03-28	Quantification of biomolecular dynamics inside real and synthetic nuclear pore complexes using time-resolved atomic force microscopy	Biophysics
Jun Gao	['Jizhen Zou', 'Jianting Li', 'Yongfeng Zhang', 'Lina Qiao', 'Fang Wang', 'Yihua Bao', 'Jin Hu', 'Ting Zhang', 'Qiu Xie', 'Changyun Liu']	male	0	2019-03-28	Folate deficiency facilitates coordination of KDM6A with p53 in response to DNA damage	Bioinformatics
Giselle A. Joseph	['Sharon Wang', 'Weihua Zhou', 'Garrett Kimble', 'Herman Tse', 'John Eash', 'Tea Shavlakadze', 'David J. Glass']	female	1	2019-03-28	Inhibition of mTORC1 signaling in aged rats counteracts the decline in muscle mass and reverses multiple parameters of muscle signaling associated with sarcopenia	Physiology
Kristofor J Webb	['Kerri A Ball', 'Stephen J Coleman', 'Jeremy Jacobsen', 'Michael HB Stowell', 'William M Old']	male	0	2019-03-28	Rapid discovery of drug target engagement by isothermal shift assay	Pharmacology
Anthony Strock	['Xavier Hinaut', 'Nicolas P. Rougier']	male	0	2019-03-28	A Robust Model of Gated Working Memory	Neuroscience
Ashish Raj	['Chang Cai', 'Xihe Xie', 'Eva Palacios', 'Julia Owen', 'Pratik Mukherjee', 'Srikantan Nagarajan']	male	0	2019-03-28	Spectral graph theory of brain oscillations	Neuroscience
Franziska Mohring	['Melissa N. Hart', 'Thomas A. Rawlinson', 'Ryan Henrici', 'James A. Charleston', 'Ernest Diez Benavente', 'Avnish Patel', 'Joanna Hall', 'Neil Almond', 'Susana Campino', 'Taane G. Clark', 'Colin J. Sutherland', 'David A. Baker', 'Simon J. Draper', 'Robert W. Moon']	female	1	2019-03-28	Rapid and iterative genome editing in the zoonotic malaria parasite Plasmodium knowlesi: New tools for P. vivax research	Microbiology
David Smart	['Irene Filippi', 'Benjamin Smalley', 'Donna Davies', 'Christopher J. McCormick']	male	0	2019-03-28	Rhinovirus 2A is the predominant protease responsible for instigating the early block to gene expression encountered in infected cells	Microbiology
Christian Forstner	['Thomas G. Orton', 'Peng Wang', 'Peter M. Kopittke', 'Paul G. Dennis']	ambiguous	1	2019-03-28	Effects of carbon nanotubes and derivatives of graphene oxide on soil bacterial diversity	Microbiology
Reidar Andreson	['Märt Roosaare', 'Lauris Kaplinski', 'Silja Laht', 'Triinu Kõressaar', 'Maarja Lepamets', 'Age Brauer', 'Viktorija Kukuškina', 'Maido Remm']	male	0	2019-03-28	Gene content of the fish-hunting cone snail Conus consors	Genomics
Zachary F Gerring	['Eric R Gamazon', 'Major Depressive Disorder Working Group of the Psychiatric Genomics Consortium', 'Eske M Derks']	male	0	2019-03-28	A Gene Co-expression Network-based Analysis of Multiple Brain Tissues Reveals Novel Genes and Molecular Pathways Underlying Major Depression	Genetics
A.G. Allegrini	['R. Cheesman', 'K. Rimfeld', 'S. Selzam', 'JB. Pingault', 'T.C. Eley', 'R. Plomin']	unknown	0	2019-03-28	The p factor: Genetic analyses support a general dimension of psychopathology in childhood and adolescence	Genetics
Boglárka Vincze	['Márta Varga', 'András Gáspárdy', 'Orsolya Kutasi', 'Petra Zenke', 'Ottó Szenci', 'Ferenc Baska', 'Alan Bartels', 'Sándor Spisák', 'Norbert Solymosi']	unknown	0	2019-03-28	Family aggregation analysis reveals a heritable background of equine grass sickness (dysautonomia)	Genetics
Jacob C. Cooper	['Ping Guo', 'Jackson Bladen', 'Nitin Phadnis']	male	0	2019-03-28	A triple-hybrid cross reveals new a hybrid incompatibility locus between D. melanogaster and D. sechellia	Evolutionary
Jiawen Yang	['Yiting Zhou', 'Guangwei Ma', 'Xueyan Zhang', 'Yabin Guo']	unknown	0	2019-03-28	Parasites Acquired Beta Satellite DNAs from Hominid Hosts via Horizontal Gene Transfer	Evolutionary
Iulia Darolti	['Alison E. Wright', 'Benjamin A. Sandkam', 'Jake Morris', 'Natasha I. Bloch', 'Marta Farré', 'Rebecca C. Fuller', 'Godfrey R. Bourne', 'Denis M. Larkin', 'Felix Breden', 'Judith E. Mank']	female	1	2019-03-28	Extreme heterogeneity in sex chromosome differentiation and dosage compensation in livebearers	Evolutionary
Galya V. Klink	['Georgii A. Bazykin']	female	1	2019-03-28	Phylogenetic inference of changes in amino acid propensities with single-position resolution	Evolutionary
Katja R. Kasimatis	['Peter L. Ralph', 'Patrick C. Phillips']	female	1	2019-03-28	Limits to Genomic Divergence Under Sexually Antagonistic Selection	Evolutionary
Pshtiwan S.A. Bebane	['Benjamin J. Hunt', 'Mirko Pegoraro', 'Alun R.C. Jones', 'Hollie Marshall', 'Ezio Rosato', 'Eamonn B. Mallon']	unknown	0	2019-03-28	The effects of the neonicotinoid imidacloprid on gene expression and DNA methylation in the buff-tailed bumblebee Bombus terrestris	Ecology
Mingxun Wang	['Alan K. Jarmusch', 'Fernando Vargas', 'Alexander A. Aksenov', 'Julia M. Gauglitz', 'Kelly Weldon', 'Daniel Petras', 'Ricardo da Silva', 'Robby Quinn', 'Alexey V. Melnik', 'Justin J.J. van der Hooft', 'Andrés Mauricio Caraballo Rodríguez', 'Louis Felix Nothias', 'Christine M. Aceves', 'Morgan Panitchpakdi', 'Elizabeth Brown', 'Francesca Di Ottavio', 'Nicole Sikora', 'Emmanuel O. Elijah', 'Lara Labarta-Bajo', 'Emily C. Gentry', 'Shabnam Shalapour', 'Kathleen E. Kyle', 'Sara P. Puckett', 'Jeramie D. Watrous', 'Carolina S. Carpenter', 'Amina Bouslimani', 'Madeleine Ernst', 'Austin D. Swafford', 'Elina I. Zúñiga', 'Marcy J. Balunas', 'Jonathan L. Klassen', 'Rohit Loomba', 'Rob Knight', 'Nuno Bandeira', 'Pieter C. Dorrestein']	unknown	0	2019-03-28	MASST: A Web-based Basic Mass Spectrometry Search Tool for Molecules to Search Public Data	Bioinformatics
Metin Balaban	['Niema Moshiri', 'Uyen Mai', 'Siavash Mirarab']	male	0	2019-03-28	TreeCluster: clustering biological sequences using phylogenetic trees	Bioinformatics
Lukas Jendele	['Radoslav Krivak', 'Petr Skoda', 'Marian Novotny', 'David Hoksza']	male	0	2019-03-28	PrankWeb: web server for ligand binding-site prediction and visualization	Bioinformatics
David N. Nguyen	['Theodore L. Roth', 'Jonathan Li', 'Peixin Amy Chen', 'Murad R. Mamedov', 'Linda T. Vo', 'Victoria Tobin', 'Ryan Apathy', 'Daniel Goodman', 'Eric Shifrut', 'Jeffrey A. Bluestone', 'Jennifer M. Puck', 'Francis C. Szoka', 'Alexander Marson']	male	0	2019-03-28	A Cas9 nanoparticle system with truncated Cas9 target sequences on DNA repair templates enhances genome targeting in diverse human immune cell types	Bioengineering
Daniel Sharoh	['Tim van Mourik', 'Lauren J. Bains', 'Katrien Segaert', 'Kirsten Weber', 'Peter Hagoort', 'David G. Norris']	ambiguous	1	2019-03-28	Laminar Specific fMRI Reveals Directed Interactions in Distributed Networks During Language Processing	Neuroscience
Xaver Fuchs	['Dirk U. Wulff', 'Tobias Heed']	male	0	2019-03-28	Online sensory feedback during active search improves tactile localization	Neuroscience
Dawoon Jung	['Koshi Machida', 'Yoichi Nakao', 'Tomonori Kindaichi', 'Akiyoshi Ohashi', 'Yoshiteru Aoi']	unknown	0	2019-03-28	Cultivating in situ triggers growth of previously uncultivated microorganisms via a growth initiation factor in nature	Microbiology
Tao Zhang	['Ping Ren', 'XiaoJiang Li', 'Sudha Chaturvedi', 'Vishnu Chaturvedi']	ambiguous	1	2019-03-28	Characterization of novel Chrysosporium morrisgordonii sp. nov., from bat white-nose syndrome (WNS) affected mines, northeastern United States	Microbiology
Qianhao Wang	['Haiqing Xiong', 'Shanshan Ai', 'Xianhong Yu', 'Yaxi Liu', 'Jiejie Zhang', 'Aibin He']	unknown	0	2019-03-28	CoBATCH for high-throughput single-cell epigenomic profiling	Genomics
Frances Blow	['Anastasia Gioti', 'Ian B. Goodhead', 'Maria Kalyva', 'Anastasia Kampouraki', 'John Vontas', 'Alistair C. Darby']	female	1	2019-03-28	Functional genomics of a symbiotic community: shared traits in the olive fruit fly gut microbiota	Evolutionary
Michael R. Stukel	['Ralf Goericke', 'Michael R. Landry']	male	0	2019-03-28	Predicting primary production in the southern California Current Ecosystem from chlorophyll, nutrient concentrations, and irradiance	Ecology
Kaoru Nishimura	['Elisa Dioguardi', 'Shunsuke Nishio', 'Alessandra Villa', 'Ling Han', 'Tsukasa Matsuda', 'Luca Jovine']	female	1	2019-03-28	Molecular basis of egg coat cross-linking sheds light on ZP1-associated female infertility	Biophysics
Jing Wang	['Eghbal Hosseini', 'Nicolas Meirhaeghe', 'Adam Akkad', 'Mehrdad Jazayeri']	ambiguous	1	2019-03-28	Reinforcement regulates timing variability in thalamus	Neuroscience
Angélica Torres-Berrío	['Dominique Nouel', 'Santiago Cuesta', 'Eric M. Parise', 'José María Restrepo-Lozano', 'Pier Larochelle', 'Eric J. Nestler', 'Cecilia Flores']	female	1	2019-03-28	MiR-218: A Molecular Switch and Potential Biomarker of Susceptibility to Stress	Neuroscience
Sarah Hui Wen Yao	['Joseph Yuan-Mou Yang', 'Bonnie Alexander', 'Michelle Hao Wu', 'Claire E. Kelly', 'Gareth Ball', 'Marc L. Seal', 'Peter J. Anderson', 'Lex W. Doyle', 'Jeanie L.Y. Cheong', 'Alicia J. Spittle', 'Deanne K. Thompson']	female	1	2019-03-28	White Matter Extension of the Melbourne Children’s Regional Infant Brain Atlas: M-CRIB-WM	Neuroscience
Sofia Ira Ktena	['Markus D. Schirmer', 'Mark R. Etherton', 'Anne-Katrin Giese', 'Carissa Tuozzo', 'Brittany B Mills', 'Daniel Rueckert', 'Ona Wu', 'Natalia S. Rost']	female	1	2019-03-28	Brain connectivity measures improve modeling of functional outcome after acute ischemic stroke	Neuroscience
Louise P. Kirsch	['Sahba Besharati', 'Christina Papadaki', 'Laura Crucianelli', 'Sara Bertagnoli', 'Nick Ward', 'Valentina Moro', 'Paul M. Jenkinson', 'Aikaterini Fotopoulou']	female	1	2019-03-28	Damage to the Right Insula Disrupts the Perception of Affective Touch	Neuroscience
Wei Tan	['Han Gao', 'Huanyu Zhang', 'Xiaolei Yu', 'Xiaoxuan Tian', 'Weiling Jiang', 'Kun Zhou']	ambiguous	1	2019-03-28	The complete chloroplast genome of Chinese medicine (Psoralea corylifolia Linn): Molecular Structures, barcoding analysis, and phylogenetic Analysis	Genomics
Yosra Ressaissi	['Mohamed Ben Hmouda']	female	1	2019-03-28	Genetic evaluation modeling of the Tunisian dairy cattle: assessment of the test-day model (TDM) and lactation model (L305) in accordance to the flock size	Genetics
Eva van der heijden	['S. Eryn McFarlane', 'Tom van der Valk', 'Anna Qvarnström']	female	1	2019-03-28	Divergent mitochondrial and nuclear OXPHOS genes are candidates for genetic incompatibilities in Ficedula Flycatchers	Evolutionary
Alexis Simon	['Christine Arbiol', 'Einar Eg Nielsen', 'Jérôme Couteau', 'Rossana Sussarellu', 'Thierry Burgeot', 'Ismaël Bernard', 'Joop W. P. Coolen', 'Jean-Baptiste Lamy', 'Stéphane Robert', 'Maria Skazina', 'Petr Strelkov', 'Henrique Queiroga', 'Ibon Cancio', 'John J. Welch', 'Frédérique Viard', 'Nicolas Bierne']	ambiguous	1	2019-03-28	Replicated anthropogenic hybridisations reveal parallel patterns of admixture in marine mussels	Evolutionary
Clark S. Rushing	['J. Andrew Royle', 'David J. Ziolkowski', 'Keith L. Pardieck']	male	0	2019-03-28	Estimating spatially and temporally complex range dynamics when detection is imperfect	Ecology
Renaud Bastien	['Pawel Romanczuk']	male	0	2019-03-28	A model of collective behavior based purely on vision	Animal
Matteo Lambrughi	['Željka Sanader Maršić', 'Veronica Saez-Jimenez', 'Valeria Mapelli', 'Lisbeth Olsson', 'Elena Papaleo']	male	0	2019-03-28	Conformational gating in ammonia lyases	Biophysics
Héctor Rodríguez-Pérez	['Tamara Hernández-Beeftink', 'José M. Lorenzo-Salazar', 'José L. Roda-García', 'Carlos J. Pérez-González', 'Marcos Colebrook', 'Carlos Flores']	male	0	2019-03-28	NanoDJ: A Dockerized Jupyter Notebook for Interactive Oxford Nanopore MinION Sequence Manipulation and Genome Assembly	Bioinformatics
SM Fred	['L Laukkanen', 'L Vesa', 'H Goos', 'I Cardon', 'R Moliner', 'T Maritzen', 'M Varjosalo', 'PC Casarotto', 'E Castren']	unknown	0	2019-03-28	Pharmacologically diverse antidepressant drugs disrupt the interaction of BDNF receptor TRKB and the endocytic adaptor AP-2	Pharmacology
Tadeusz W. Kononowicz	['Tillman Sander', 'Hedderik Van Rijn', 'Virginie van Wassenhove']	male	0	2019-03-28	Precision timing with α-β oscillatory coupling: stopwatch or motor control?	Neuroscience
Nan Shao	['Shihong Fu', 'Fan Li', 'Weijia Zhang', 'Qianying Wang', 'Wenwen Lei', 'Ying He', 'Yuxi Cao', 'Guodong Liang', 'Huanyu Wang']	female	1	2019-03-28	Genotype 1 Japanese encephalitis virus predominates in nature in China	Molecular
Aleeza C. Gerstein	['Katrina M. Jackson', 'Tami R. McDonald', 'Yina Wang', 'Benjamin D. Lueck', 'Sara Bohjanen', 'Kyle D. Smith', 'Andrew Akampurira', 'David B. Meya', 'Chaoyang Xue', 'David R. Boulware', 'Kirsten Nielsen']	unknown	0	2019-03-28	Identification of pathogen genomic differences that impact human immune response and disease during Cryptococcus neoformans infection	Genetics
Daniela I. Schneider	['Norah Saarman', 'Maria G. Onyango', 'Chaz Hyseni', 'Robert Opiro', 'Richard Echodu', 'Michelle O’Neill', 'Danielle Bloch', 'Aurélien Vigneron', 'T.J. Johnson', 'Kirstin Dion', 'Brian L. Weiss', 'Elizabeth Opiyo', 'Adalgisa Caccone', 'Serap Aksoy']	female	1	2019-03-28	Spatio-temporal distribution of Spiroplasma infections in the tsetse fly (Glossina fuscipes fuscipes) in northern Uganda	Epidemiology
Georgiy V. Bobashev	['Sarah Mars', 'Nicholas Murphy', 'Clinton Dreisbach', 'William Zule', 'Daniel Ciccarone']	male	0	2019-03-28	Heroin Type, Injecting Behavior, and HIV Transmission. A Simulation Model of HIV Incidence and Prevalence	Epidemiology
Atif Saleem	['Alemayehu Bekele', 'Megan B. Fitzpatrick', 'Eiman A. Mahmoud', 'Athena W. Lin', 'H. Eduardo Velasco', 'Mona M. Rashed']	male	0	2019-03-28	Knowledge and awareness of cervical cancer in Southwestern Ethiopia is lacking: a descriptive analysis	Epidemiology
Rasmieh Al Zeidan	['Shabana Tharkar', 'Ahmed Hersi', 'Anhar Ullah']	unknown	0	2019-03-28	Dietary acculturation of Asian and the Middle East and North African region immigrants to Saudi Arabia: healthy or unhealthy acquired nutritional behavior?	Epidemiology
Sophia Rudorf	[]	female	1	2019-03-28	Efficiency of protein synthesis inhibition depends on tRNA and codon compositions	Cell
Samuel B. Tristan-Landin	['Alan M. Gonzalez-Suarez', 'Rocio J. Jimenez-Valdes', 'Jose L. Garcia-Cordero']	male	0	2019-03-28	Facile assembly of an affordable miniature multicolor fluorescence microscope made of 3D-printed parts enables detection of single cells	Bioengineering
Beatriz Sánchez-Calvo	['Mauricio Mastrogiovanni', 'Paula Conde-Innamorato', 'Mercedes Arias-Sibillotte', 'Andrés Trostchansky', 'Homero Rubbo']	female	1	2019-03-28	Nitro-fatty acids formation in Virgin Olive Oil during gastric digestion and its relationship to cultivar and fruit ripening	Plant
Casper S. Poulsen	['Sünje J. Pamp', 'Claus T. Ekstrøm', 'Frank M. Aarestrup']	male	0	2019-03-28	Library preparation and sequencing platform introduce bias in metagenomics characterisation of microbial communities	Microbiology
Akio Watanabe	['Takuro Yamaguchi', 'Kaeko Murota', 'Tadaaki Ishii', 'Junji Terao', 'Sanae Okada', 'Naoto Tanaka', 'Shinya Kimata', 'Akira Abe', 'Tomonori Suzuki', 'Masataka Uchino', 'Youichi Niimura']	male	0	2019-03-28	Isolation of lactic acid bacteria capable of reducing environmental alkyl and fatty acid hydroperoxides, and the effect of their oral administration on oxidative-stressed nematodes and rats	Microbiology
Lei Huang	['Qing Li', 'Qitong Huang', 'Siyuan Kong', 'Xiusheng Zhu', 'Yanling Peng', 'Yubo Zhang']	ambiguous	1	2019-03-28	Enhancer-promoter association determines Sox2 transcription regulation in mouse pluripotent cells	Molecular
Toshiyuki Ueki	['David J.F. Walker', 'Pier-Luc Tremblay', 'Kelly P. Nevin', 'Joy E. Ward', 'Trevor L. Woodard', 'Stephen S. Nonnenmann', 'Derek R. Lovley']	male	0	2019-03-28	Decorating Microbially Produced Protein Nanowires with Peptide Ligands	Synthetic
Christopher Hartline	['Ahmad A. Mannan', 'Fuzhong Zhang', 'Diego A. Oyarzún']	male	0	2019-03-27	Metabolite sequestration enables rapid recovery from nutrient depletion	Systems
