FirstAuthor	CoAuthors	Label	RT	Date	Title	Subject
Irune Diaz-Aparicio	['Iñaki Paris', 'Virginia Sierra-Torre', 'Ainhoa Plaza-Zabala', 'Noelia Rodríguez-Iglesias', 'Mar Márquez-Ropero', 'Sol Beccari', 'Oihane Abiega', 'Elena Alberdi', 'Carlos Matute', 'Irantzu Bernales', 'Angela Schulz', 'Lilla Otrokocsi', 'Beata Sperlagh', 'Kaisa E. Happonen', 'Greg Lemke', 'Mirjana Maletic-Savatic', 'Jorge Valero', 'Amanda Sierra']	female	1	2019-03-29	Microglia actively remodels adult hippocampal neurogenesis through the phagocytosis secretome	Cell
Satoshi Hirose	[]	male	0	2019-03-29	Valid and powerful statistical test for decoding accuracy—proposal of Permutation-based Information Prevalence Inference using the i-th order statistic	Neuroscience
RA Seaborne	['DC Hughes', 'DC Turner', 'DJ Owens', 'LM Baehr', 'P Gorski', 'EA Semenova', 'OV Borisov', 'AK Larin', 'DV Popov', 'EV Generozov', 'H Sutherland', 'Ahmetov', 'JC Jarvis', 'SC Bodine', 'AP Sharples']	ambiguous	1	2019-03-29	UBR5 is a Novel E3 Ubiquitin Ligase involved in Skeletal Muscle Hypertrophy and Recovery from Atrophy	Physiology
Shashank Shekhar	['Sharmistha Dey']	unknown	0	2019-03-29	Induction of p73, Δ133p53, Δ160p53, pAKT leads to neuroprotection via DNA repair by 5-LOX inhibition	Neuroscience
K. Thomas	['F. Beyer', 'G. Lewe', 'R. Zhang', 'S. Schindler', 'P. Schönknecht', 'M. Stumvoll', 'A. Villringer', 'A.V. Witte']	unknown	0	2019-03-29	Altered hypothalamic microstructure in human obesity	Neuroscience
Marina Aksenova	['Justin Sybrand', 'Biyun Cui', 'Vitali Sikirzhytski', 'Hao Ji', 'Diana Odhiambo', 'Mathew Lucius', 'Jill R. Turner', 'Eugenia Broude', 'Edsel Peña', 'Sofia Lizzaraga', 'Jun Zhu', 'Ilya Safro', 'Michael D Wyatt', 'Michael Shtutman']	female	1	2019-03-29	Inhibition of the DDX3 prevents HIV-1 Tat and cocaine-induced neurotoxicity by targeting microglia activation	Neuroscience
William J. Allen	['Robin A. Corey', 'Daniel W. Watkins', 'Gonçalo C. Pereira', 'A. Sofia F. Oliveira', 'Ian Collinson']	male	0	2019-03-29	A ‘proton ratchet’ for coupling the membrane potential to protein transport	Biochemistry
Rashi Pant	['Shipra Kanjlia', 'Marina Bedny']	unknown	0	2019-03-29	A sensitive period in the neural phenotype of language in blind individuals	Neuroscience
Charles W. Carter	['Peter R. Wills']	male	0	2019-03-29	Class I and II aminoacyl-tRNA synthetase tRNA groove discrimination created the first synthetase•tRNA cognate pairs and was therefore essential to the origin of genetic coding	Genetics
Erik D. Nelson	['Nick V. Grishin']	male	0	2019-03-29	How often do Protein Genes Navigate Valleys of Low Fitness?	Genetics
Maël Baudin	['Karl J. Schreiber', 'Eliza C. Martin', 'Andrei J. Petrescu', 'Jennifer D. Lewis']	male	0	2019-03-29	Structure-function analysis of ZAR1 immune receptor reveals key molecular interactions for activity	Plant
Melissa Hebschera	['Christine Ibrahim', 'Asaf Gilboa']	female	1	2019-03-29	Precuneus stimulation alters the neural dynamics of autobiographical memory retrieval	Neuroscience
Roland Kocijan	['Moritz Weigl', 'Susanna Skalicky', 'Elisabeth Geiger', 'James Ferguson', 'Gabriele Leinfellner', 'Patrick Heimel', 'Peter Pietschmann', 'Johannes Grillari', 'Heinz Redl', 'Matthias Hackl']	male	0	2019-03-29	MicroRNA levels in bone and blood change during bisphosphonate and teriparatide therapy in an animal model of postmenopausal osteoporosis	Molecular
Debayan Dey	['Dipanjana Dhar', 'Sucharita Das', 'Aditi Maulik', 'Soumalee Basu']	unknown	0	2019-03-29	Extended insight into the preponderance of LRRs - a docking &amp;amp; simulation study with members of the TLR1 subfamily	Bioinformatics
Mrinalini Watsa	['Gideon A. Erkenswick', 'Aaron Pomerantz', 'Stefan Prost']	unknown	0	2019-03-29	Genomics in the jungle: using portable sequencing as a teaching tool in field courses	Scientific
Dora Juhasz	['Dezso Nemeth', 'Karolina Janacsek']	female	1	2019-03-29	Is there more room to improve? The lifespan trajectory of procedural learning and its relationship to the between- and within-group differences in average response times	Neuroscience
Marcus M. Soliai	['Atsushi Kato', 'Catherine T. Stanhope', 'James E. Norton', 'Katherine A. Naughton', 'Aiko I. Klinger', 'Robert C. Kern', 'Bruce K. Tan', 'Robert P. Schleimer', 'Dan L. Nicolae', 'Jayant M. Pinto', 'Carole Ober']	male	0	2019-03-29	Multi-omics co-localization with genome-wide association studies reveals context-specific mechanisms of asthma risk variants	Genetics
Kongju Zhu	['Herman P. Spaink', 'Antony J. Durston']	unknown	0	2019-03-29	Patterning of the vertebrate head in time and space by BMP signalling	Developmental
Simon A. Young	['Andrew P. Desbois', 'Peter J. Coote', 'Terry K. Smith']	male	0	2019-03-29	Characterisation of Staphylococcus aureus lipids by nanoelectrospray ionisation tandem mass spectrometry (nESI-MS/MS)	Microbiology
Andreas Kupz	['Saparna Pai', 'Paul R. Giacomin', 'Jennifer A. Whan', 'Robert A. Walker', 'Pierre-Mehdi Hammoudi', 'Nicholas C. Smith', 'Catherine M. Miller']	male	0	2019-03-29	Treatment of mice with IL2-complex enhances inflammasome-driven IFN-γ production and prevents lethal toxoplasmosis	Microbiology
Moges Tadesse	['Eskindir Loha', 'Kjell Arne Johansson', 'Bernt Lindtjørn']	unknown	0	2019-03-29	Health service utilisation lags behind maternal diseases or illnesses during pregnancy in rural south Ethiopia: A prospective cohort study	Epidemiology
Xueliang Tian	['Xiaoman Zhao', 'Zhenchuan Mao', 'Bingyan Xie']	unknown	0	2019-03-29	Dynamics of Soil Nematode Communities Revealed Significant Variation in Greenhouse with Different Continuous Cropping Years	Ecology
Yi-Chang Liao	['Zong-Ze Wu', 'Man-Miao Yang']	unknown	0	2019-03-29	Vibrational behavior of psyllids (Hemiptera: Psylloidea): functional morphology and mechanisms	Animal
Olof R. Nilsson	['Laszlo Kari', 'Olivia Steele-Mortimer']	male	0	2019-03-29	Highly reproducible murine model of oral Salmonella infection via inoculated food	Microbiology
Shinji Maeda	['Satoshi Osaga', 'Tomoyo Maeda', 'Norihisa Takeda', 'Shin-ya Tamechika', 'Taio Naniwa', 'Akio Niimi']	male	0	2019-03-29	Circulating Th17.1 cells as candidate for prediction of therapeutic response to abatacept in patients with rheumatoid arthritis: exploratory research	Immunology
Biram Biteye	['Assane Gueye Fall', 'Momar Talla Seck', 'Mamadou Ciss', 'Mariame Diop', 'Geoffrey Gimonneau']	unknown	0	2019-03-29	Feeding behavior of Aedes (Aedimorphus) vexans arabiensis, a Rift valley fever virus vector in the Ferlo pastoral ecosystem of Senegal	Epidemiology
Evan P.S. Pratt	['Kyle E. Harvey', 'Amy E. Salyer', 'Shiqi Tang', 'Gregory H. Hockerman']	male	0	2019-03-29	Regulation of cAMP accumulation and activity by distinct phosphodiesterase subtypes in INS-1 cells and human pancreatic β-cells	Pharmacology
Yusuke Nomoto	['Yukihiro Kubota', 'Kota Kasahara', 'Aimi Tomita', 'Takehiro Oshime', 'Hiroki Yamashita', 'Muhamad Fahmi', 'Masahiro Ito']	male	0	2019-03-29	Gene Cascade Finder: A tool for identification of gene cascades and its application in Caenorhabditis elegans	Genomics
Maryn O. Carlson	['Gracia Montilla-Bascon', 'Owen A. Hoekenga', 'Nicholas A. Tinker', 'Jesse Poland', 'Matheus Baseggio', 'Mark E. Sorrells', 'Jean-Luc Jannink', 'Michael A. Gore', 'Trevor H. Yeats']	unknown	0	2019-03-29	Multivariate Genome-wide Association Analyses Reveal the Genetic Basis of Seed Fatty Acid Composition in Oat (Avena sativa L.)	Genetics
Carina Källestål	['Elmer Zelaya Blandón', 'Rodolfo Peña', 'Wilton Peréz', 'Mariella Contreras', 'Lars-Åke Persson', 'Oleg Sysoev', 'Katarina Ekholm Selling']	female	1	2019-03-29	Assessing the multiple dimensions of poverty. Data mining approaches to the 2004-14 Health and Demographic Surveillance System in Cuatro Santos, Nicaragua	Epidemiology
KaLynn Harlow	['Christina R. Ferreira', 'Tiago J.P. Sobreira', 'Theresa Casey', 'Kara Stewart']	unknown	0	2019-03-29	Lipidome profiles of postnatal day 2 vaginal swabs reflect fat composition of gilt’s postnatal diet	Developmental
Eisuke Hayakawa	['Hiroshi Watanabe', 'Gerben Menschaert', 'Thomas W. Holstein', 'Geert Baggerman', 'Liliane Schoofs']	male	0	2019-03-29	A combined strategy of neuropeptide predictions and tandem mass spectrometry identifies evolutionarily conserved ancient neuropeptides in the sea anemone Nematostella vectensis	Biochemistry
Aruna Bitra	['Ivana Nemčovičová', 'Gaelle Picarda', 'Tzanko Doukov', 'Jing Wang', 'Chris A. Benedict', 'Dirk M. Zajonc']	female	1	2019-03-29	Structure of human cytomegalovirus UL144, an HVEM orthologue, bound to the B and T cell Lymphocyte Attenuator	Immunology
Jay C. Brown	[]	male	0	2019-03-29	Control of human testis-specific gene expression	Developmental
Alexis Bruant	['Simona Picardi', 'Peter Frederick', 'Mathieu Basille']	ambiguous	1	2019-03-28	Effect of Parental Care on Reproductive Success in Wood Storks (Mycteria Americana)	Zoology
Aurélie Guého	['Cristina Bosmani', 'Thierry Soldati']	female	1	2019-03-28	Proteomic characterization of the Mycobacterium marinum-containing vacuole in Dictyostelium discoideum	Systems
Jianjun Zhang	['Qiuying Sha', 'Guanfu Liu', 'Xuexia Wang']	unknown	0	2019-03-28	A gene based approach to test genetic association based on an Optimally Weighted Combination of Multiple Traits	Genetics
Shane Scott	['Cynthia Shaheen', 'Brendon McGuinness', 'Kimberly Metera', 'Fedor Kouzine', 'David Levens', 'Craig J. Benham', 'Sabrina Leslie']	ambiguous	1	2019-03-28	Single-molecule visualization of the effects of ionic strength and crowding on structure-mediated interactions in supercoiled DNA molecules	Biophysics
Alejandro Carrillo-Jimenez	['Özgen Deniz', 'Maria Victoria Niklison-Chirou', 'Rocio Ruiz', 'Karina Bezerra-Salomão', 'Vassilis Stratoulias', 'Rachel Amouroux', 'Ping Kei Yip', 'Anna Vilalta', 'Mathilde Cheray', 'Alexander Michael Scott-Egerton', 'Eloy Rivas', 'Khadija Tayara', 'Irene García-Domínguez', 'Juan Garcia-Revilla', 'Juan Carlos Fernandez-Martin', 'Ana Maria Espinosa-Oliva', 'Xianli Shen', 'Peter StGeorge-Hyslop', 'Guy Charles Brown', 'Petra Hajkova', 'Bertrand Joseph', 'Jose L. Venero', 'Miguel Ramos Branco', 'Miguel Angel Burguillos']	male	0	2019-03-28	TET2 regulates the neuroinflammatory response in microglia	Neuroscience
Christopher N Foley	['James R Staley', 'Philip G Breen', 'Benjamin B Sun', 'Paul D W Kirk', 'Stephen Burgess', 'Joanna M M Howson']	male	0	2019-03-28	A fast and efficient colocalization algorithm for identifying shared genetic risk factors across multiple traits	Genetics
Matthew N. Zipple	['Elizabeth A. Archie', 'Jenny Tung', 'Jeanne Altmann', 'Susan C. Alberts']	male	0	2019-03-28	Title: Intergenerational effects of early adversity on survival in wild baboons	Zoology
Tina N. Tran	['John C. Schimenti']	female	1	2019-03-28	A segregating human allele of SPO11 modeled in mice disrupts timing and amounts of meiotic recombination, causing oligospermia and a decreased ovarian reserve	Genetics
Hannah Wand	['Amy C. Sturm', 'Lori Erby', 'Iris Kindt', 'William M. P. Klein']	female	1	2019-03-28	Genetic Testing Preferences and Intentions in U.S. Patients with Clinically Diagnosed Familial Hypercholesterolemia	Genetics
Anna L. Schwabe	['Connor J. Hansen', 'Richard M. Hyslop', 'Mitchell E. McGlaughlin']	female	1	2019-03-28	Research grade marijuana supplied by the National Institute on Drug Abuse is genetically divergent from commercially available Cannabis	Genetics
Shubham Tripathi	['Herbert Levine', 'Mohit Kumar Jolly']	unknown	0	2019-03-28	A Mechanism for Epithelial-Mesenchymal Heterogeneity in a Population of Cancer Cells	Cancer
A. Chaves-Friedlander	['C.N. Ibarra-Cerdena', 'A.M. López-Pérez', 'O. Monge', 'R. Avendaño', 'H. Ureña-Saborio', 'M. Chavarría', 'K. Zaldaña', 'L. Sánchez', 'E. Ortíz-Malavassi', 'G. Suzan', 'J. Foley', 'G.A. Gutiérrez-Espeleta']	unknown	0	2019-03-28	Bocaparvovirus, Erythroparvovirus and Tetraparvovirus in New World Monkeys from Central America	Epidemiology
Paul Darius Yousefi	['Rebecca Richmond', 'Ryan Langdon', 'Andrew Ness', 'Chunyu Liu', 'Daniel Levy', 'Caroline Relton', 'Matthew Suderman', 'Luisa Zuccolo']	male	0	2019-03-28	Validation and characterization of a DNA methylation alcohol biomarker across the life course	Epidemiology
Aaron J. Stern	['Peter R. Wilton', 'Rasmus Nielsen']	male	0	2019-03-28	An approximate full-likelihood method for inferring selection and allele frequency trajectories from DNA sequence data	Genetics
Claudia Hacke	['David Nunan']	female	1	2019-03-28	Factors underpinning discrepant findings from reviews on the same topic: A systematic analysis of Cochrane and non-Cochrane reviews	Epidemiology
Girish N. Nadkarni	['Fergus Fleming', 'James R. McCullough', 'Kinsuk Chauhan', 'Divya A. Verghese', 'John C. He', 'John Quackenbush', 'Joseph V. Bonventre', 'Barbara Murphy', 'Chirag R. Parikh', 'Michael Donovan', 'Steven G. Coca']	unknown	0	2019-03-28	Prediction of rapid kidney function decline using machine learning combining blood biomarkers and electronic health record data	Epidemiology
Roxanna S Korologou-Linden	['Linda O’Keeffe', 'Laura D Howe', 'George Davey Smith', 'Hannah Jones', 'Emma L Anderson', 'Evie Stergiakouli']	female	1	2019-03-28	Polygenic risk score for Alzheimer’s disease and trajectories of cardiometabolic risk factors in children	Epidemiology
W.S. Hart	['L.F.R. Hochfilzer', 'N.J. Cunniffe', 'H. Lee', 'H. Nishiura', 'R.N. Thompson']	unknown	0	2019-03-28	Accurate forecasts of the effectiveness of interventions against Ebola may require models that account for variations in symptoms during infection	Epidemiology
Manuel Jara	['Alba Frias-De-Diego', 'Simon Dellicour', 'Guy Baele', 'Gustavo Machado']	male	0	2019-03-28	Global phylogeographical patterns in the spread of foot-and-mouth disease virus	Epidemiology
Ramyaa Ramyaa	['Omid Hosseini', 'Giri P Krishnan', 'Sridevi Krishnan']	unknown	0	2019-03-28	Phenotyping women based on dietary macronutrients, physical activity and body weight using machine-learning tools	Epidemiology
William Joe	['Lathan Liou', 'S V Subramanian']	male	0	2019-03-28	Increasing global heterogeneity in the life expectancy of older populations	Epidemiology
Edwin P. Armitage	['Elina Senghore', 'Saffiatou Darboe', 'Momodou Barry', 'Janko Camara', 'Sulayman Bah', 'Michael Marks', 'Carla Cerami', 'Anna Roca', 'Martin Antonio', 'Claire E. Turner', 'Thushan I. de Silva']	male	0	2019-03-28	High burden and seasonal variation of paediatric scabies and pyoderma prevalence in The Gambia: a cross-sectional study	Epidemiology
Alice K. Lagas	['Joanna M. Black', 'Bruce R. Russell', 'Robert R. Kydd', 'Benjamin Thompson']	female	1	2019-03-28	The effect of combined patching and citalopram on visual acuity in adults with amblyopia: a randomized, crossover, placebo-controlled trial	Clinical
Iván Mejía-Guevara	['Shripad Tuljapurkar']	male	0	2019-03-28	‘Early Rectangularization’ of under-5 mortality in sub-Saharan Africa: compression, convergence, inequality	Epidemiology
Padraig Dixon	['William Hollingworth', 'Sean Harrison', 'Neil M Davies', 'George Davey Smith']	male	0	2019-03-28	The causal effect of adiposity on hospital costs: Mendelian Randomization analysis of over 300,000 individuals from the UK Biobank	Epidemiology
Nathan C. Lo	['Sam Heft-Neal', 'Jean T. Coulibaly', 'Leslie Leonard', 'Eran Bendavid', 'David G. Addiss']	male	0	2019-03-28	Global state of deworming coverage and inequity in low-income and middle-income countries: a spatiotemporal study of household health surveys	Epidemiology
R. Lalloo	['S. K. Tadakamadla', 'J. Kroon', 'L.M. Jamieson', 'N. W. Johnson']	unknown	0	2019-03-28	Impact of a caries preventive intervention in remote Indigenous Australian children	Epidemiology
Babatunde Olanrewaju Motayo	['Olukunle Oluwasemowo', 'Babatunde Adebiyi Olusola', 'Adewale Opayele', 'Adedayo Omotayo Faneye']	unknown	0	2019-03-28	Phylodynamic and Evolutionary analysis of Rotavirus G12 in Africa	Epidemiology
Eleanor J. Cole	['Katy H. Stimpson', 'Merve Gulser', 'Kirsten Cherian', 'Claudia Tischler', 'Romina Nejad', 'Brandon S. Bentzley', 'Heather Pankow', 'Elizabeth Choi', 'Haley Aaron', 'Flint M. Espil', 'Jaspreet Pannu', 'Xiaoqian Xiao', 'Dalton Duvio', 'Hugh B. Solvason', 'Jessica Hawkins', 'Jennifer Keller', 'Alan F. Schatzberg', 'Keith D. Sudheimer', 'Nolan R. Williams']	female	1	2019-03-28	Stanford Accelerated Intelligent Neuromodulation Therapy for Treatment-Resistant Depression (SAINT-TRD)	Clinical
Anne Biton	['Nicolas Traut', 'Jean-Baptiste Poline', 'Benjamin S. Aribisala', 'Mark E. Bastin', 'Robin Bülow', 'Simon R. Cox', 'Ian J. Deary', 'Hans J. Grabe', 'Saskia Hagenaars', 'Ryota Hashimoto', 'Susana Muñoz Maniega', 'Matthias Nauck', 'Natalie A. Royle', 'Alexander Teumer', 'Maria Valdes Hernandez', 'Uwe Völker', 'Joanna M. Wardlaw', 'Katharina Wittfeld', 'Alzheimer’s Disease Neuroimaging Initiative', 'Thomas Bourgeron', 'Roberto Toro']	female	1	2019-03-28	Polygenic architecture of human neuroanatomical diversity	Neuroscience
Florencia Jacobacci	['Jorge Jovicich', 'Gonzalo Lerner', 'Edson Amaro', 'Jorge Armony', 'Julien Doyon', 'Valeria Della-Maggiore']	female	1	2019-03-28	Improving spatial normalization of brain diffusion MRI to measure longitudinal changes of tissue microstructure in human cortex and white matter	Neuroscience
Luis M. de Pablos	['Tiago R. Ferreira', 'Adam A. Dowle', 'Sarah Forrester', 'Ewan Parry', 'Katherine Newling', 'Pegine B. Walrad']	male	0	2019-03-28	The mRNA-bound proteome of Leishmania mexicana: novel genetic insight into an ancient parasite	Molecular
David G. Courtney	['Andrea Chalem', 'Hal P. Bogerd', 'Brittany A. Law', 'Edward M. Kennedy', 'Christopher L. Holley', 'Bryan R. Cullen']	male	0	2019-03-28	Extensive epitranscriptomic methylation of A and C residues on murine leukemia virus transcripts enhances viral gene expression	Microbiology
Gloria P. Larson	['Vy Tran', 'Shuǐqìng Yú', 'Yíngyún Caì', 'Christina A. Higgins', 'Danielle M. Smith', 'Steven F. Baker', 'Sheli R. Radoshitzky', 'Jens H. Kuhn', 'Andrew Mehle']	female	1	2019-03-28	EPS8 facilitates uncoating of influenza A virus	Microbiology
Gagandeep Singh	['Vikram Singh', 'Vikram Singh']	unknown	0	2019-03-28	Construction and analysis of an interologous protein-protein interaction network of Camellia sinensis leaf (TeaLIPIN) from RNA-Seq datasets	Systems
Razan N. Alnahhas	['James J. Winkle', 'Andrew J. Hirning', 'Bhargav Karamched', 'William Ott', 'Krešimir Josić', 'Matthew R. Bennett']	female	1	2019-03-28	Spatiotemporal dynamics of synthetic microbial consortia in microfluidic devices	Synthetic
Mary D. Cundiff	['Christina M. Hurley', 'Jeremy D. Wong', 'Aarti Bashyal', 'Jake Rosenberg', 'Eden L. Reichard', 'Nicholas D. Nassif', 'Jennifer S. Brodbelt', 'Daniel A. Kraut']	female	1	2019-03-28	Ubiquitin receptors are required for substrate-mediated activation of the proteasome’s unfolding ability	Biochemistry
Alexis M. Dubreuil	[]	ambiguous	1	2019-03-28	Short term memory properties of sensory neural architectures	Neuroscience
Gabriel Ziegler	['Michael Moutoussis', 'Tobias U. Hauser', 'Pasco Fearon', 'Edward T. Bullmore', 'Ian M. Goodyer', 'Peter Fonagy', 'Peter B. Jones', 'NSPN Consortium', 'Ulman Lindenberger', 'Raymond J. Dolan']	ambiguous	1	2019-03-28	Childhood socio-economic disadvantage predicts reduced myelin growth across adolescence and young adulthood	Neuroscience
Linzhou Li	['Haoyuan Li', 'Sunil Kumar Sahu', 'Yan Xu', 'Hongli Wang', 'Hongping Liang', 'Sibo Wang']	unknown	0	2019-03-28	The Complete Chloroplast Genome of Tetraselmis desikacharyi (Chlorodendrophyceae) and Phylogenetic Analysis	Genomics
Lisa M. Smits	['Stefano Magni', 'Kamil Grzyb', 'Paul MA. Antony', 'Rejko Krüger', 'Alexander Skupin', 'Silvia Bolognin', 'Jens C. Schwamborn']	female	1	2019-03-28	Single-cell transcriptomics reveals multiple neuronal cell types in human midbrain-specific organoids	Neuroscience
Aseel Awdeh	['Marcel Turcotte', 'Theodore J. Perkins']	unknown	0	2019-03-28	WACS: Improving Peak Calling by Optimally Weighting Controls	Bioinformatics
Cedric P. van den Berg	['Jolyon Troscianko', 'John A. Endler', 'N. Justin Marshall', 'Karen L. Cheney']	male	0	2019-03-28	Quantitative Colour Pattern Analysis (QCPA): A Comprehensive Framework for the Analysis of Colour Patterns in Nature	Animal
Vijay Warrier	['Celine Cluzeau', 'Bi-Chang Chen', 'Abigail Green-Saxena', 'Dani E. Bergey', 'Eric Betzig', 'Ankur Saxena']	male	0	2019-03-28	Rule-governed Dynamic Stochastic Equilibration of Multicellular Motion In Vivo During Olfactory Neurogenesis	Systems
Farnaz Zamani Esfahlani	['Maxwell A. Bertolero', 'Danielle S. Bassett', 'Richard F. Betzel']	female	1	2019-03-28	Space-independent community and hub structure of functional brain networks	Neuroscience
Noam Almog	['Gilad Tocker', 'Tora Bonnevie', 'Edvard Moser', 'May-Britt Moser', 'Dori Derdikman']	male	0	2019-03-28	During hippocampal inactivation, grid cells maintain their synchrony, even when the grid pattern is lost	Neuroscience
AJH Cremers	['JPM Coolen', 'CP Bleeker-Rovers', 'ADJ van der Geest-Blankert', 'D Haverkate', 'H Hendriks', 'SSV Henriet', 'MA Huynen', 'E Kolwijck', 'D Liem', 'WJG Melchers', 'JW Rossen', 'J Zoll', 'A van Heijst', 'J Hopman', 'HFL Wertheim']	unknown	0	2019-03-28	Surveillance-embedded genomic outbreak resolution of methicillin-susceptible Staphylococcus aureus in a neonatal intensive care unit	Microbiology
Marcus C. Hansen	['Oriane Cédile', 'Maja Ludvigsen', 'Eigil Kjeldsen', 'Peter L. Møller', 'Niels Abildgaard', 'Peter Hokland', 'Charlotte G. Nyvold']	male	0	2019-03-28	Integrating detection of copy neutral chromosomal losses in a clinical setting in leukemia and lymphoma by means of allelic imbalance and read depth ratio comparison	Bioinformatics
Hossein Estiri	['Thomas H. McCoy', 'Kavishwar B. Wagholikar', 'Alyssa P. Goodson', 'Katie Murphy', 'Shawn N. Murphy']	male	0	2019-03-28	High-throughput Phenotyping with Temporal Sequences	Bioinformatics
Alessandro La Chioma	['Tobias Bonhoeffer', 'Mark Hübener']	male	0	2019-03-28	Area-specific mapping of binocular disparity across mouse visual cortex	Neuroscience
Marta del Olmo	['Achim Kramer', 'Hanspeter Herzel']	female	1	2019-03-28	A Robust Model for Circadian Redox Oscillations	Molecular
Daisuke Takao	['Koki Watanabe', 'Kanako Kuroki', 'Daiju Kitagawa']	male	0	2019-03-28	Feedback loops in the Plk4-STIL-HsSAS6 network coordinate site selection for procentriole formation	Cell
Y-h. Taguchi	[]	unknown	0	2019-03-28	Multiomics data analysis using tensor decomposition based unsupervised feature extraction --Comparison with DIABLO--	Bioinformatics
Sebastian Guelfi	['Karishma D’Sa', 'Juan Botía', 'Jana Vandrovcova', 'Regina H. Reynolds', 'David Zhang', 'Daniah Trabzuni', 'Leonoardo Collado-Torres', 'Andrew Thomason', 'Pedro Quijada Leyton', 'Sarah A. Gagliano', 'Mike A. Nalls', 'UK Brain Expression Consortium', 'Kerrin S. Small', 'Colin Smith', 'Adaikalavan Ramasamy', 'John Hardy', 'Michael E. Weale', 'Mina Ryten']	male	0	2019-03-28	Regulatory sites for known and novel splicing in human basal ganglia are enriched for disease-relevant information	Bioinformatics
Anastasia Shuster	['Dino J Levy']	female	1	2019-03-28	Contribution of Self- and Other-Regarding Motives to (Dis)Honesty	Neuroscience
Julie Tréguier	['Loic Bugnicourt', 'Guillaume Gay', 'Mamoudou Diallo', 'Salim Islam', 'Alexandre Toro', 'Laurent David', 'Olivier Théodoly', 'Guillaume Sudre', 'Tâm Mignot']	ambiguous	1	2019-03-28	Chitosan films for microfluidic studies of single bacteria and perspectives for antibiotics susceptibility testing	Microbiology
Gabriel MF Almeida	['Elina Laanto', 'Roghaieh Ashrafi', 'Lotta-Riina Sundberg']	ambiguous	1	2019-03-28	Bacteriophage adherence to mucus mediates preventive protection against pathogenic bacteria	Microbiology
Han Kyu Lee	['Samuel J. Widmayer', 'David L. Aylor', 'Douglas A. Marchuk']	male	0	2019-03-28	Identification of novel neuroprotective loci modulating ischemic stroke volume in a cross between wild-derived inbred mouse strains	Genetics
