FirstAuthor	CoAuthors	Label	RT	Date	Title	Subject
Robert J. Jirsaraie	['Antonia N. Kaczkurkin', 'Sage Rush', 'Kayla Piiwia', 'Azeez Adebimpe', 'Danielle S. Bassett', 'Josiane Bourque', 'Monica E. Calkins', 'Matthew Cieslak', 'Rastko Ciric', 'Philip A. Cook', 'Diego Davila', 'Mark A. Elliott', 'Ellen Leibenluft', 'Kristin Murtha', 'David R. Roalf', 'Adon F.G. Rosen', 'Kosha Ruparel', 'Russell T. Shinohara', 'Aristeidis Sotiras', 'Daniel H. Wolf', 'Christos Davatzikos', 'Theodore D. Satterthwaite']	male	0	2019-04-02	Accelerated Cortical Thinning within Structural Brain Networks is Associated with Irritability in Youth	Neuroscience
Christopher M Dillingham	['Mathias L Mathiasen', 'Bethany E Frost', 'Marie AC Lambert', 'Emma J Bubb', 'Maciej M Jankowski', 'John P Aggleton', 'Shane M O’Mara']	male	0	2019-04-02	The anatomical boundary of the rat claustrum	Neuroscience
Lu Li	['Massimo Lai', 'Stephen Cole', 'Nicolas Le Novère', 'Stuart J. Edelstein']	ambiguous	1	2019-04-02	Neurogranin Stimulates Ca2+/calmodulin-dependent Kinase II by Inhibiting Calcineurin at Specific Calcium Spike Frequencies	Neuroscience
Hai Liu	['Lin-Tai Da', 'Yuan Liu']	ambiguous	1	2019-04-02	Understanding the molecular mechanism of umami recognition by T1R1-T1R3 using molecular dynamics simulations	Molecular
Luciano L. Correia	['Hermano A. L. Rocha', 'Christopher R. Sudfeld', 'Sabrina G. M. O. Rocha', 'Álvaro J. M. Leite', 'Jocileide S. Campos', 'Anamaria C. e Silva']	male	0	2019-04-02	Prevalence and socioeconomic determinants of development delay among children in Ceará, Brazil: a population-based study	Epidemiology
Carmichael F. Ong	['Thomas Geijtenbeek', 'Jennifer L. Hicks', 'Scott L. Delp']	unknown	0	2019-04-02	Predicting gait adaptations due to ankle plantarflexor muscle weakness and contracture using physics-based musculoskeletal simulations	Bioengineering
Ryo Yamaguchi	['Sarah P. Otto']	ambiguous	1	2019-04-02	Insights from Fisher’s geometric model on the likelihood of speciation under different histories of environmental change	Evolutionary
Norbert Brunner	['Manfred Kühleitner', 'Werner-Georg Nowak', 'Katharina Renner-Martin', 'Klaus Scheicher']	male	0	2019-04-02	Growth Patterns of birds, dinosaurs and reptiles: Are differences real or apparent?	Scientific
Margaret L. Westwater	['Raquel Vilar-López', 'Hisham Ziauddeen', 'Antonio Verdejo-García', 'Paul C. Fletcher']	female	1	2019-04-02	Combined effects of age and BMI are related to altered cortical thickness in adolescence and adulthood	Neuroscience
Christina E. A. Engel	['David Vorländer', 'Rebekka Biedendieck', 'Rainer Krull', 'Katrin Dohnt']	female	1	2019-04-02	Quantification of microaerobic growth of Geobacter sulfurreducens	Microbiology
Tariku Nigatu	['Abebaw Gebeyehu', 'Alemayehu Worku', 'Gashaw Andargie', 'Zemene Tigabu']	unknown	0	2019-04-02	Prevalence and determinants of neonatal danger signs in northwest Ethiopia: a multilevel analysis	Epidemiology
Jin-Hui Guo	['Tian Guo', 'Kai-Miao Lin', 'Yu-Fai Leung', 'Qiu-Hua Chen']	unknown	0	2019-04-02	Managing congestion at visitor hotspots using park-level use level data: Case study of a Chinese World Heritage site	Ecology
Cody T. Haun	['Christopher G. Vann', 'Shelby C. Osburn', 'Petey W. Mumford', 'Paul A. Roberson', 'Matthew A. Romero', 'Carlton D. Fox', 'Christopher A. Johnson', 'Hailey A. Parry', 'Andreas N. Kavazis', 'Jordan R. Moon', 'Veera L.D. Badsia', 'Benjamin M. Mwashote', 'Victor Ibeanusi', 'Kaelin C. Young', 'Michael D. Roberts']	ambiguous	1	2019-04-02	Muscle fiber hypertrophy in response to 6 weeks of high-volume resistance training in trained young men is largely attributed to sarcoplasmic hypertrophy	Molecular
Yijun Hu	['Li Li', 'Wei Qi', 'Zhenhao Liu', 'Yingpeng Liu', 'Ling Yuan']	unknown	0	2019-04-02	Primary pterygium was not associated with corneal endothelial cell decrease in a rural Chinese population	Epidemiology
Dong Hoon Suh	['Sunray Lee', 'Hyun-Sook Park', 'Noh Hyun Park']	ambiguous	1	2019-04-02	Medroxyprogesterone reverses tolerable dose metformin-induced inhibition of invasion via matrix metallopeptidase-9 and transforming growth factor-β1 in KLE endometrial cancer cells	Cancer
Ayush Mandwal	['Javier Orlandi', 'Christoph Simon', 'Jörn Davidsen']	unknown	0	2019-04-02	A biochemical mechanism for time-encoding memory formation within individual synapses of Purkinje cells	Neuroscience
Hannah P. Savage	['Kathrin Kläsener', 'Fauna L. Smith', 'Zheng Luo', 'Michael Reth', 'Nicole Baumgarth']	female	1	2019-04-02	TLR-induced reorganization of the IgM-BCR complex regulates B-1 cell responses to infections	Immunology
Andréia Gonçalves Arruda	['Loic Deblais', 'Vanessa Hale', 'Monique Pairis-Garcia', 'Vishal Srivastava', 'Dipak Kathayat', 'Anand Kumar', 'Gireesh Rajashekara']	unknown	0	2019-04-02	Nasal and gut microbiota for sows of different health status within six commercial swine farms from one swine production system	Epidemiology
Anuprita Turwankar	['Surendra Ghaskadbi']	unknown	0	2019-04-02	VEGF and FGF signaling during head regeneration in hydra	Cell
Rachel C. Cole	['Eliot Hazeltine', 'Timothy B. Weng', 'Conner Wharff', 'Lyndsey E. DuBose', 'Phillip Schmid', 'Gardar Sigurdsson', 'Vincent A. Magnotta', 'Gary L. Pierce', 'Michelle W. Voss']	female	1	2019-04-02	Cardiorespiratory fitness predicts greater hippocampal volume and rate of episodic associative learning in older adults	Neuroscience
Bunda Alexandra	['LaCarubba Brianna', 'Akiki Marie', 'Andrade Arturo']	unknown	0	2019-04-02	Tissue and cell-type specific expression of a splice variant in the II-III cytoplasmic loop of Cacna1b	Neuroscience
Thomas Gerald Mast	['Kelsey Zuk', 'Andrew Rinke', 'Khaleel Quasem', 'Bradley Savard', 'Charles Brobbey', 'Jacob Reiss', 'Michael Dryden']	male	0	2019-04-02	Temporary anosmia in mice following nasal lavage with dilute detergent solution	Neuroscience
Natasha M. O’Brown	['Sean G. Megason', 'Chenghua Gu']	female	1	2019-04-02	Suppression of transcytosis regulates zebrafish blood-brain barrier development	Developmental
Jesse D. Gelles	['Jarvier N. Mohammed', 'Luis C. Santos', 'Jerry E. Chipuk']	ambiguous	1	2019-04-02	Real-time integration of cell death and proliferation kinetics at the single-cell and population-level using high-throughput live-cell imaging	Cell
Sarah Cubaynes	['Jon Aars', 'Nigel G. Yoccoz', 'Roger Pradel', 'Øystein Wiig', 'Rolf A Ims', 'Olivier Gimenez']	female	1	2019-04-02	Modeling the demography of species providing extended parental care: A capture-recapture approach with a case study on Polar Bears (Ursus maritimus)	Ecology
Franziska Leidreiter	['Daniel Roderer', 'Dominic Meusch', 'Christos Gatsogiannis', 'Roland Benz', 'Stefan Raunser']	female	1	2019-04-02	Conserved architecture of Tc toxins from human and insect pathogenic bacteria	Molecular
Mostafa F. ElMaghraby	['Peter Refsing Andersen', 'Florian Pühringer', 'Katharina Meixner', 'Thomas Lendl', 'Laszlo Tirian', 'Julius Brennecke']	male	0	2019-04-02	A heterochromatin-specific RNA export pathway facilitates piRNA production	Molecular
Kai Huang	['Yue Li', 'Anne R. Shim', 'Rikkert J. Nap', 'Vasundhara Agrawal', 'Ranya K.A. Virk', 'Adam Eshein', 'Luay M. Almassalha', 'Vadim Backman', 'Igal Szleifer']	female	1	2019-04-02	Physical and data structure of 3D genome	Biophysics
Raktim N. Roy	['Newlyn N. Joseph', 'Thomas A. Steitz']	unknown	0	2019-04-02	Molecular Dynamics Analysis of Mg2+-dependent Cleavage of a Pistol Ribozyme Reveals a Fail-safe Secondary Ion for Catalysis	Biophysics
Helen H. Yu	['Justin M. Reitsma', 'Mike J. Sweredoski', 'Annie Moradian', 'Sonja Hess', 'Raymond J. Deshaies']	female	1	2019-04-02	Single subunit degradation of WIZ, a lenalidomide- and pomalidomide-dependent substrate of E3 ubiquitin ligase CRL4CRBN	Biochemistry
Lukas F. Milles	['Hermann E. Gaub']	male	0	2019-04-02	Is mechanical receptor ligand dissociation driven by unfolding or unbinding?	Biophysics
Anders M Fjell	['Markus H. Sneve', 'Donatas Sederevicius', 'Øystein Sørensen', 'Stine K Krogsrud', 'Athanasia M Mowinckel', 'Kristine B Walhovd']	male	0	2019-04-01	Volumetric and microstructural regional changes of the hippocampus underlying development of extended delay long-term memory	Neuroscience
Satohiro Tajima	['Jan Drugowitsch', 'Nisheet Patel', 'Alexandre Pouget']	unknown	0	2019-04-01	Optimal policy for multi-alternative decisions	Neuroscience
Abdullah O. Khan	['Alexandre Slater', 'Annabel Maclachlan', 'Phillip L.R. Nicolson', 'Jeremy A. Pike', 'Jack Yule', 'Steven G. Thomas', 'Neil V. Morgan']	male	0	2019-04-01	Post-translational polymodification of the C-terminal tail of TUBB1 regulates motor protein processivity in platelet production and function	Cell
Luke A. Perera	['Claudia Rato', 'Yahui Yan', 'Lisa Neidhardt', 'Stephen H. McLaughlin', 'Randy J. Read', 'Steffen Preissler', 'David Ron']	male	0	2019-04-01	An oligomeric state-dependent switch in FICD regulates AMPylation and deAMPylation of the chaperone BiP	Biochemistry
Lei Yang	['Genevieve A. Metzger', 'Richard N. McLaughlin']	ambiguous	1	2019-04-01	Characterization of LINE-1 transposons in a human genome at allelic resolution	Genomics
Cailyn H. Spurrell	['Iros Barozzi', 'Brandon J. Mannion', 'Matthew J. Blow', 'Yoko Fukuda-Yuzawa', 'Sarah Y. Afzal', 'Jennifer A. Akiyama', 'Veena Afzal', 'Stella Tran', 'Ingrid Plajzer-Frick', 'Catherine S. Novak', 'Momoe Kato', 'Elizabeth Lee', 'Tyler H. Garvin', 'Quan T. Pham', 'Anne N. Harrington', 'Steven Lisgo', 'James Bristow', 'Thomas P. Cappola', 'Michael P. Morley', 'Kenneth B. Margulies', 'Len A. Pennacchio', 'Diane E. Dickel', 'Axel Visel']	unknown	0	2019-04-01	Genome-Wide Fetalization of Enhancer Architecture in Heart Disease	Genomics
Jorge Roel-Touris	['Alexandre M.J.J. Bonvin', 'Brian Jiménez-García']	male	0	2019-04-01	LightDock goes information-driven	Bioinformatics
Erwan Delrieu-Trottin	['Jeffrey T. Williams', 'Diane Pitassy', 'Amy Driskell', 'Nicolas Hubert', 'Jérémie Viviani', 'Thomas H. Cribb', 'Benoit Espiau', 'René Galzin', 'Michel Kulbicki', 'Thierry Lison de Loma', 'Christopher Meyer', 'Johann Mourier', 'Gérard Mou-Tham', 'Valeriano Parravicini', 'Patrick Plantard', 'Pierre Sasal', 'Gilles Siu', 'Nathalie Tolou', 'Michel Veuille', 'Lee Weigt', 'Serge Planes']	male	0	2019-04-01	A DNA barcode reference library of the French Polynesian shore fishes	Zoology
Daniela Vlad	['Marketa Samalova', 'Basel Abu-Jamous', 'Peng Wang', 'Ian R. Moore', 'Jane A. Langdale']	female	1	2019-04-01	Optimization of a Modular Steroid-Inducible Gene Expression System for Use in Rice	Plant
Grace S. Kim	['Alicia Smith', 'Fei Xu', 'Vasiliki Michopoulos', 'Adriana Lori', 'Don L. Armstrong', 'Allison E. Aiello', 'Karestan C. Koenen', 'Sandro Galea', 'Derek E. Wildman', 'Monica Uddin']	ambiguous	1	2019-04-01	Methylomic profiles reveal sex-specific shifts in leukocyte composition associated with post-traumatic stress disorder	Genomics
Ian Towle	['Joel D. Irish']	male	0	2019-04-01	Dental abscesses on the maxilla of a two million-year-old early Homo specimen	Paleontology
Shile Qi	['Jing Sui', 'Jiayu Chen', 'Jingyu Liu', 'Rongtao Jiang', 'Rogers Silva', 'Armin Iraji', 'Eswar Damaraju', 'Mustafa Salman', 'Dongdong Lin', 'Zening Fu', 'Dongmei Zhi', 'Jessica A. Turner', 'Juan Bustillo', 'Judith M. Ford', 'Daniel H. Mathalon', 'James Voyvodic', 'Sarah McEwen', 'Adrian Preda', 'Aysenil Belger', 'Steven G. Potkin', 'Bryon A. Mueller', 'Tulay Adali', 'Vince D. Calhoun']	female	1	2019-04-01	Parallel Group ICA + ICA: Joint Estimation of Linked Functional Network Variability and Structural Covariation with Application to Schizophrenia	Bioinformatics
Huan Jin	['Hunter N.B. Moseley']	ambiguous	1	2019-04-01	Moiety Modeling Framework for Deriving Moiety Abundances from Mass Spectrometry Measured Isotopologues	Bioinformatics
Gavin Fullstone	['Cristiano Guttà', 'Amatus Beyer', 'Markus Rehm']	male	0	2019-04-01	The FLAME-accelerated Signalling Tool (FaST): A tool for facile parallelisation of flexible agent-based models of cell signalling	Systems
Friederike Ehrhart	['Egon L. Willighagen', 'Martina Kutmon', 'Max van Hoften', 'Nasim Bahram Sangani', 'Leopold G.M. Curfs', 'Chris T. Evelo']	female	1	2019-04-01	History of rare diseases and their genetic causes - a data driven approach	Systems
Marcel Stimberg	['Romain Brette', 'Dan F. M. Goodman']	male	0	2019-04-01	Brian 2: an intuitive and efficient neural simulator	Neuroscience
Matthew F. Tang	['Lucy Ford', 'Ehsan Arabzadeh', 'James T. Enns', 'Troy A.W. Visser', 'Jason B. Mattingley']	male	0	2019-04-01	Neural dynamics of the attentional blink revealed by encoding orientation selectivity during rapid visual presentation	Neuroscience
Thomas Naert	['Tom Van Nieuwenhuysen', 'Suzan Demuynck', 'Sven de Grande', 'Joanna Przybyl', 'Marnik Vuylsteke', 'Rivka Noelanders', 'Dieter Tulkens', 'Dionysia Dimitrakopoulou', 'David Creytens', 'Matt van de Rijn', 'Savvas Savvides', 'Kris Vleminckx']	male	0	2019-04-01	CRISPR-NSID: an in vivo CRISPR/Cas9 negative selection screen reveals EZH2 as a druggable dependency factor in a genetic desmoid tumor model	Cancer
Tyler Davis	['Mark LaCour', 'Erin Beyer', 'Markus Miller']	male	0	2019-04-01	Neural Correlates of Attitudes and Risk Perception for Food Technology Topics	Neuroscience
Sthitapranjya Pati	['Sonali S. Salvi', 'Mamata Kallianpur', 'Antara Banerjee', 'Sudipta Maiti', 'James P. Clement', 'Vidita A. Vaidya']	unknown	0	2019-04-01	Chemogenetic activation of excitatory neurons alters hippocampal neurotransmission in a dose-dependent manner	Neuroscience
David Wetzel	['Jo-Anne Chan', 'Manfred Suckow', 'Andreas Barbian', 'Michael Weniger', 'Volker Jenzelewski', 'Linda Reiling', 'Jack S Richards', 'David A Anderson', 'Betty Kouskousis', 'Catherine Palmer', 'Eric Hanssen', 'Gerhard Schembecker', 'Juliane Merz', 'James G Beeson', 'Michael Piontek']	male	0	2019-04-01	Display of malaria transmission-blocking antigens on chimeric DHBV-derived virus-like particles produced in Hansenula polymorpha	Synthetic
Pantelis Antonoudiou	['Yu Lin Tan', 'Georgina Kontou', 'A. Louise Upton', 'Edward O. Mann']	male	0	2019-04-01	Complementary roles for parvalbumin and somatostatin interneurons in the generation of hippocampal gamma oscillations	Neuroscience
Konstantin Weise	['Ole Numssen', 'Axel Thielscher', 'Gesa Hartwigsen', 'Thomas R. Knösche']	male	0	2019-04-01	A novel approach to localize cortical TMS effects	Neuroscience
Pierre De Wit	['Per R. Jonsson', 'Ricardo T. Pereyra', 'Marina Panova', 'Carl André', 'Kerstin Johannesson']	male	0	2019-04-01	Strong spatial genetic structure in a Baltic Sea herbivore due to recent range expansion, multiple bottlenecks and low connectivity	Evolutionary
Frédérique Steen	['Verlaque Marc', 'Sofie D’hondt', 'Christophe Vieira', 'Olivier De Clerck']	female	1	2019-04-01	Population structure and geographically structured reproductive strategies of the haplodiplontic seaweed Dictyota dichotoma	Ecology
Eric Vallabh Minikel	['Eric Kuhn', 'Alexandra R Cocco', 'Sonia M Vallabh', 'Christina R Hartigan', 'Andrew G Reidenbach', 'Jiri G Safar', 'Gregory J Raymond', 'Michael D McCarthy', 'Rhonda O’Keefe', 'Franc Llorens', 'Inga Zerr', 'Sabina Capellari', 'Piero Parchi', 'Stuart L Schreiber', 'Steven A Carr']	male	0	2019-04-01	Domain-specific quantification of prion protein in cerebrospinal fluid by targeted mass spectrometry	Neuroscience
Gurpreet S. Matharoo	['Javeria A. Hashmi']	male	0	2019-04-01	Spontaneous back-pain alters randomness in functional connections in large scale brain networks	Biophysics
W.David Weber	['Heidi S. Fisher']	unknown	0	2019-04-01	An inexpensive wireless video recording system for continuous behavioral observations	Animal
Sepp Kollmorgen	['Richard Hahnloser', 'Valerio Mante']	male	0	2019-04-01	Neighborhood-statistics reveal complex dynamics of song acquisition in the zebra finch	Neuroscience
Emir Hodzic	['Denise M. Imai', 'Edlin Escobar']	male	0	2019-04-01	The generality of post-antimicrobial treatment persistence of replicatively-attenuated Borrelia burgdorferi in a mouse model	Microbiology
