FirstAuthor	CoAuthors	Label	RT	Date	Title	Subject
Jessica Lee Binder	['Vojo Deretic', 'Jason Weick', 'Kiran Bhaskar']	female	1	2019-04-05	Optical induction of autophagy via Transcription factor EB (TFEB) reduces pathological tau in neurons	Neuroscience
David G. Saliba	['Pablo F. Cespedes-Donoso', 'Stefan Balint', 'Ewoud B Compeer', 'Salvatore Valvo', 'Kseniya Korobchevskaya', 'Viveka Mayya', 'Yanchun Peng', 'Tao Dong', 'Maria-Laura Tognoli', 'Eric O Neill', 'Sarah Bonham', 'Roman Fischer', 'Benedikt M. Kessler', 'Michael L. Dustin']	male	0	2019-04-05	Composition and structure of synaptic ectosomes exporting antigen receptor linked to functional CD40 ligand from helper T-cells	Immunology
Bart van der Hee	['Ole Madsen', 'Hauke Smidt', 'Jerry M Wells']	male	0	2019-04-05	Congruence of location-specific transcriptional programs in intestinal organoids during long-term culture	Cell
Rajesh Lamichhane	['Marion Schneider', 'Sara M. de la Harpe', 'Thomas W. R. Harrop', 'Rachel F. Hannaway', 'Peter Dearden', 'Joanna R. Kirman', 'Joel D. A. Tyndall', 'Andrea J. Vernall', 'James E. Ussher']	male	0	2019-04-05	Transcriptional analysis defines TCR and cytokine-stimulated MAIT cells as rapid polyfunctional effector T cells that can coordinate the immune response	Immunology
Daniel H Nguyen	['Diana J Laird']	ambiguous	1	2019-04-05	Apoptosis in the fetal testis eliminates developmentally defective germ cell clones	Developmental
Glenda Comai	['Eglantine Heude', 'Sebastien Mella', 'Sylvain Paisant', 'Francesca Pala', 'Mirialys Gallardo', 'Gabrielle Kardon', 'Swetha Gopalakrishnan', 'Shahragim Tajbakhsh']	female	1	2019-04-05	A distinct cardiopharyngeal mesoderm genetic hierarchy establishes antero-posterior patterning of esophagus striated muscle	Developmental
Romy Froemer	['Carolyn Kathryn Dean Wolf', 'Amitai Shenhav']	female	1	2019-04-05	Goal congruency dominates reward value in accounting for behavioral and neural correlates of value-based decision-making	Neuroscience
Tianxiong Yu	['Birgit Koppetsch', 'Keith Chappell', 'Sara Pagliarani', 'Stephen Johnston', 'Zhiping Weng', 'William Theurkauf']	unknown	0	2019-04-05	The piRNA Response to Retroviral Invasion of the Koala Genome	Genetics
Jie Li	['Julie Gordon', 'Edward L Y Chen', 'Luying Wu', 'Juan Carlos Zuniga-Pflucker', 'Nancy Manley']	ambiguous	1	2019-04-05	NOTCH1 signaling establishes the medullary thymic epithelial cell progenitor pool during mouse fetal development	Developmental
Benjamin Gotte	['Marc D Panas', 'Kirsi Hellstrom', 'Lifeng Liu', 'Baila Samreen', 'Ola Larsson', 'Tero Ahola', 'Gerald M McInerney']	male	0	2019-04-05	Separate domains of G3BP promote efficient clustering of alphavirus replication complexes and recruitment of the translation initiation machinery	Microbiology
Benson Chellakkan Selvanesan	['Dinesh Chandra', 'Wilber Quispe-Tintaya', 'Arthee Jahangir', 'Ankur Patel', 'Kiran Meena', 'Rodrigo Alberto Alves Da Silva', 'Steven K Libutti', 'Ziqiang Yuan', 'Amanda Beck', 'Lydia Tesfa', 'Wade Koba', 'Jennifer Chuy', 'John C McAuliffe', 'Rojin Jafari', 'David Entenberg', 'Yarong Wang', 'John Condeelis', 'Claudia Gravekamp']	male	0	2019-04-05	A new immunotherapeutic concept for pancreatic cancer using childhood vaccine recall antigens and Listeria	Immunology
Adriani Nikolakopoulou	['Julian PT Higgins', 'Theodoros Papakonstantinou', 'Anna Chaimani', 'Cinzia Del Giovane', 'Matthias Egger', 'Georgia Salanti']	unknown	0	2019-04-05	ASSESSING CONFIDENCE IN THE RESULTS OF NETWORK META-ANALYSIS (CINEMA)	Epidemiology
Leon Stefanovski	"['Paul Triebkorn', 'Andreas Spiegler', 'Margarita-Arimatea Diaz-Cortes', 'Ana Solodkin', 'Viktor Jirsa', 'Randy McIntosh', 'Petra Ritter', ""The Alzheimer's Disease Neuroimaging Initiative""]"	male	0	2019-04-05	Linking molecular pathways and large-scale computational modeling to assess candidate disease mechanisms and pharmacodynamics in Alzheimer's disease	Neuroscience
Clement M. Garin	['Nachiket A Nadkarni', 'Brigitte Landeau', 'Gael Chetelat', 'Jean-Luc Picq', 'Salma Bougacha', 'Marc Dhenain']	male	0	2019-04-05	Resting state cerebral networks in mouse lemur primates: from multilevel validation to comparison with humans	Neuroscience
Viola Fanfani	['Luca Citi', 'Adrian L. Harris', 'Francesco Pezzella', 'Giovanni Stracquadanio']	female	1	2019-04-05	Gene-level heritability analysis explains the polygenic architecture of cancer	Genetics
Ximo Pechuan	['Daniel Biro', 'Maryl Lambros', 'Aviv Bergman']	unknown	0	2019-04-05	Evolutionary contingency's impact on laboratory evolution of Escherichia coli under fluctuating environments	Evolutionary
Manuel S Seet	['Evan J Livesey', 'Justin A Harris']	male	0	2019-04-05	Associatively-mediated suppression of corticospinal excitability: A transcranial magnetic stimulation (TMS) study	Neuroscience
Joshua Good	['Michael Stickland', 'Shilpa Dogra']	male	0	2019-04-05	Correlates of resting and exertional dyspnea among older adults with obstructive lung disease: a cross-sectional analysis of the Canadian Longitudinal Study on Aging	Epidemiology
Eleonora Iob	['Tabea Schoeler', 'Charlotte M Cecil', 'Esther Walton', 'Andrew McQuillin', 'Jean-Baptiste Pingault']	female	1	2019-04-05	Identifying risk factors involved in the common versus specific liabilities to substance abuse: A genetically informed approach	Epidemiology
Hongyi Xu	['Hugo Lebrette', 'Max T.B. Clabbers', 'Jingjing Zhao', 'Julia Griese', 'Xiaodong Zou', 'Martin Hogbom']	unknown	0	2019-04-05	Solving the first novel protein structure by 3D micro-crystal electron diffraction	Molecular
Nirmala Akula	['Stefano Marenco', 'Kory Johnson', 'Ningping Feng', 'Joanna Cross', 'Bryce England', 'Sevilla Detera-Wadleigh', 'Qing Xu', 'Pavan K Auluck', 'Kwangmi Ahn', 'Robin Kramer', 'Jose Apud', 'Brent T Harris', 'Harker C Rhodes', 'Barbara K Lipska', 'Francis J McMahon']	female	1	2019-04-05	Deep transcriptome sequencing of subgenual anterior cingulate cortex reveals disorder-specific expression changes in major psychiatric disorders	Genomics
Lu Gan	['Cai Tong Ng', 'Chen Chen', 'Shujun Cai']	ambiguous	1	2019-04-05	A collection of yeast cellular electron cryotomography data	Cell
Martin Simonovsky	['Joshua Meyers']	male	0	2019-04-05	DeeplyTough: Learning Structural Comparison of Protein Binding Sites	Bioinformatics
Karishma D'Sa	"['Regina H. Reynolds', 'Sebastian Guelfi', 'David Zhang', 'Sonia Garcia Ruiz', ""Internatl Parkinson's Disease Genomics Consortium"", ""System Genomics of Parkinson's Disease (SGPD)"", 'John Hardy', 'Sarah A. Gagliano Taliun', 'Kerrin S. Small', 'Mina Ryten', 'Juan A. Botía']"	unknown	0	2019-04-05	ERASE: Extended Randomization for assessment of annotation enrichment in ASE datasets	Bioinformatics
Suman De	['Daniel R Whiten', 'Francesco S Ruggeri', 'Craig Hughes', 'Margarida Rodrigues', 'Dimitrios I Sideris', 'Christopher G Taylor', 'Francesco A Aprile', 'Serge Muyldermans', 'Tuomas P J Knowles', 'Michele Vendruscolo', 'Clare E Bryant', 'Kaj Blennow', 'Ingmar Skoog', 'Silke Kern', 'Henrik Zetterberg', 'David Klenerman']	female	1	2019-04-05	ADSoluble aggregates present in cerebrospinal fluid change in size and mechanism of toxicity during Alzheimer's disease progression	Neuroscience
Samuel A. Nastase	['Valeria Gazzola', 'Uri Hasson', 'Christian Keysers']	male	0	2019-04-05	Measuring shared responses across subjects using intersubject correlation	Neuroscience
Laramie D. Lemon	['Danna K. Morris', 'Alison A. Bertuch']	unknown	0	2019-04-05	Loss of Ku's DNA end binding activity affects telomere length via destabilizing telomere-bound Est1 rather than altering TLC1 homeostasis	Molecular
Brian H Lee	['Geoffrey Kelly', 'Shermineh Bradford', 'Melanie Davila', 'Xinzheng V Guo', 'El-ad David Amir', 'Emily M. Thrash', 'Michael Solga', 'Joanne Lannigan', 'Brian Sellers', 'Julian Candia', 'John Tsang', 'Ruth Montgomery', 'Stanley Tamaki', 'Tara Sigdel', 'Minnie Sarwal', 'Lewis Lanier', 'Yuan Tian', 'Cheryl Kim', 'Denise Hinz', 'Bjoern Peters', 'Alessandro Sette', 'Adeeb Rahman']	male	0	2019-04-05	A Modified Injector and Sample Acquisition Protocol Can Improve Data Quality and Reduce Inter-Instrument Variability of the Helios Mass Cytometer	Immunology
Dong Liu	"['Anastasia Kousa', ""Kathy O'Neill"", 'Francois Guillemot', 'Martyna Popis', 'Alison M Farley', 'Simon R Tomlinson', 'Svetlana Ulyanchenko', 'Philip A Seymour', 'Palle Serup', 'Ute Koch', 'Freddy Radtke', 'C. Clare Blackburn']"	ambiguous	1	2019-04-05	Canonical NOTCH signaling controls the early progenitor state and emergence of the medullary epithelial lineage in fetal thymus development.	Developmental
Renuka R Nayak	['Margaret Alexander', 'Kye Stapleton-Grey', 'Carles Ubeda', 'Jose U Scher', 'Peter J Turnbaugh']	female	1	2019-04-05	Perturbation of the human gut microbiome by a non-antibiotic drug contributes to the resolution of autoimmune disease	Microbiology
Li Yin	['Julia di Iulio', 'Sebastian Lelong', 'Chunlei Wu', 'Amalio Telenti']	ambiguous	1	2019-04-05	Retrieval of whole human genome clinical variant information through search motors	Genomics
Eric Patterson	['Christopher A Saski', 'Daniel B Sloan', 'Patrick Tranel', 'Phil Westra', 'Todd A. Gaines']	male	0	2019-04-05	The Draft Genome of Kochia scoparia and the Mechanism of Glyphosate Resistance via Transposon-Mediated EPSPS Tandem Gene Duplication	Genomics
Yu Zhong Zheng	['Jiang Tao Chen', 'Xue Yan Liang', 'Carlos Salas Ehapo', 'Urbano Monsuy Eyi', 'Hui Ying Huang', 'Wei Zhong Chen', 'Li Yun Lin', 'Dong De Xie', 'Yu Ling Wang', 'Guo Wei Chen', 'Xiang Zhi Liu', 'Guang Cai Zha', 'Huan Tong Mo', 'Xin Yao Chen', 'Jian Li', 'Ting Ting Jiang', 'Min Lin']	ambiguous	1	2019-04-05	Kelch13 and MDR1 Polymorphisms, and Drug Effectiveness at Day 3 after Dihydroartemisinin-Piperaquine Treatment for Plasmodium falciparum Malaria on Bioko Island, Equatorial Guinea: 2014-2017	Epidemiology
Carl Andrew Pearson	['Kaja Abbas', 'Samuel Clifford', 'Stefan Flasche', 'Thomas Joseph Hladish']	male	0	2019-04-05	Serostatus Testing &amp;amp; Dengue Vaccine Cost-Benefit Thresholds	Epidemiology
Grith Moller	['Christian Ritz', 'Louise Kjoelbaek', 'Stine Vuholm', 'Sanne Kellebjerg Kellebjerg Korndal', 'Thomas Meinert Meinert Larsen', 'Oluf Pedersen', 'Wim Saris', 'Arne Astrup', 'Lotte Lauritzen', 'Mette Bredal Kristensen', 'Mads Vendelbo Lind']	female	1	2019-04-05	Sagittal abdominal diameter and waist circumference are equally good as identifiers of cardiometabolic risk	Epidemiology
Chloe Fawns-Ritchie	['Gail Davies', 'Saskia P Hagenaars', 'Ian Deary']	female	1	2019-04-05	Genetic contributions to health literacy	Epidemiology
Emilie Lejal	['Maud Marsot', 'Karine Chalvet-Monfray', 'Jean-Francois Cosson', 'Sara Moutailler', 'Muriel Vayssier-Taussat', 'Thomas Pollet']	female	1	2019-04-05	A three-years assessment of Ixodes ricinus-borne pathogens in a French peri-urban forest	Epidemiology
Mondal Hasan Zahid	['Christopher Kribs']	unknown	0	2019-04-05	Decoys and dilution: the impact of incompetent hosts on prevalence of Chagas disease	Epidemiology
Ignacio Perez-Pozuelo	['Tom White', 'Kate Westgate', 'Katrien Wijndaele', 'Nick Wareham', 'Soren Brage']	male	0	2019-04-05	Diurnal profiles of physical activity and postures derived from wrist-worn accelerometry in UK adults	Epidemiology
Yogesh Hooda	['Senjuti Saha', 'Mohammad S I Sajib', 'Hafizur Rahman', 'Stephen P Luby', 'Joseph Bondy-Denomy', 'Mathuram Santosham', 'Jason Andrews', 'Samir Saha']	male	0	2019-04-05	Emergence and molecular basis of azithromycin resistance in typhoidal Salmonella in Dhaka, Bangladesh	Epidemiology
Kristin Kovach	['Derek Fleming', 'Kendra P Rumbaugh', 'Vernita Gordon']	female	1	2019-04-05	Specific Disruption of Established P. aeruginosa Biofilms Using Polymer-Attacking Enzymes	Microbiology
Jill A Fahrner	['Wan-Ying Lin', 'Ryan C Riddle', 'Leandros Boukas', 'Valerie B DeLeon', 'Sheetal Chopra', 'Susan E Lad', 'Teresa Romeo Luperchio', 'Kasper D Hansen', 'Hans T Bjornsson']	female	1	2019-04-05	Precocious Chondrocyte Differentiation Disrupts Skeletal Growth in Kabuki Syndrome Mice	Genetics
Todd A Wright	['Lucy Jiang', 'James J Park', 'Wyatt A Anderson', 'Ge Chen', 'Zachary F Hallberg', 'Beiyan Nan', 'Ming C Hammond']	male	0	2019-04-05	Second messengers and divergent HD-GYP enzymes regulate 3',3'-cGAMP signaling	Biochemistry
Thomas Michael Ernst	['Anna Evelina Brol', 'Marcel Gratz', 'Christoph Ritter', 'Ulrike Bingel', 'Marc Schlamann', 'Stefan Maderwald', 'Harald H Quick', 'Christian Joseph Merz', 'Dagmar Timmann']	male	0	2019-04-05	The cerebellum is involved in processing of predictions and prediction errors in a fear conditioning paradigm	Neuroscience
Brenda M Calderon	['Shamika Danzy', 'Gabrielle K Delima', 'Nathan T Jacobs', 'Ketaki Ganti', 'Megan R Hockman', 'Graeme L Conn', 'Anice C Lowen', 'John Steel']	female	1	2019-04-05	Dysregulation of M segment gene expression contributes to influenza A virus host restriction	Microbiology
zhaozhong zhu	['Yunshi Fan', 'Zena Cai', 'Zheng Zhang', 'Congyu Lu', 'Gaihua Zhang', 'Taijiao Jiang', 'Yousong Peng']	unknown	0	2019-04-05	Prediction of antiviral drugs against African Swine Fever Viruses based on protein-protein interaction analysis	Bioinformatics
Jose E. Perez-Ortin	['Sebastian Chavez', 'Vicente Tordera']	male	0	2019-04-05	Homeostasis in the Central Dogma of Molecular Biology	Molecular
Masaya Yamaguchi	['Yujiro Hirose', 'Moe Takemura', 'Masayuki Ono', 'Tomoko Sumitomo', 'Masanobu Nakata', 'Yutaka Terao', 'Shigetada Kawabata']	male	0	2019-04-05	Streptococcus pneumoniae evades host cell phagocytosis and limits host mortality through its cell wall anchoring protein PfbA	Microbiology
Qing Zhang	['Elisa Brambilla', 'Rui Li', 'Hualin Shi', 'Marco Cosentino Lagomarsino', 'Bianca Sclavi']	ambiguous	1	2019-04-05	A decrease in transcription capacity limits growth rate upon translation inhibition	Microbiology
Shun Zhang	['Danielle Skinner', 'Prateek Joshi', 'Ernesto Criado-Hidalgo', 'Yi-Ting Yeh', 'Juan C Lasheras', 'Conor R Caffrey', 'Juan Carlos del Alamo']	ambiguous	1	2019-04-05	Quantifying the mechanics of locomotion of the schistosome pathogen with respect to changes in its physical environment	Biophysics
Jacob J Hughey	['Seth D Rhoades', 'Darwin Y Fu', 'Lisa Bastarache', 'Joshua C Denny', 'Qingxia Chen']	male	0	2019-04-05	Cox regression increases power to detect genotype-phenotype associations in genomic studies using the electronic health record	Bioinformatics
Dmitrij Rekhter	['Yuli Ding', 'Daniel Luedke', 'Kirstin Feussner', 'Marcel Wiermer', 'Yuelin Zhang', 'Ivo Feussner']	male	0	2019-04-05	From isochorismate to salicylate: a new reaction mechanism for salicylic acid biosynthesis	Plant
Thomas Ray Haaland	['Jonathan Wright', 'Irja Ida Ratikainen']	male	0	2019-04-05	Bet-hedging across generations can affect the evolution of variance-sensitive strategies within generations	Evolutionary
Akshay Markanday	['Joachim Bellet', 'Marie Estelle Bellet', 'Ziad M. Hafed', 'Peter Thier']	unknown	0	2019-04-05	Using deep neural networks to detect complex spikes of cerebellar Purkinje Cells	Neuroscience
Qiang Zhang	['Dennis Jung', 'Travis Larson', 'YoungCho Kim', 'Nandakumar Narayanan']	ambiguous	1	2019-04-05	Scopolamine and medial frontal stimulus-processing during interval timing	Neuroscience
Fanning Zeng	['Valerie Beck', 'Sven Schuierer', 'Isabelle Garnier', 'Carole Manneville', 'Claudia Agarinis', 'Lapo Morelli', 'Lisa Quinn', 'Judith Knehr', 'Guglielmo Roma', 'Frederic Bassilana', 'Mark S Nash']	unknown	0	2019-04-05	A simple and efficient CRISPR technique for protein tagging	Cell
Colby T Ford	['Conor M Nodzak', 'Aneeta Uppal', 'Xinghua Shi']	male	0	2019-04-05	Prediction of the Effect of Naturally Occurring Missense Mutations on Cellular N-Acetyl-Glucosaminidase Enzymatic Activity	Bioinformatics
Thomas Richard Sewell	['Yuyi Zhang', 'Amelie Poppy Brackin', 'Jennifer MG Shelton', 'Johanna Rhodes', 'Matthew C. Fisher']	male	0	2019-04-05	Elevated prevalence of azole resistant Aspergillus fumigatus in urban versus rural environments in the United Kingdom	Microbiology
Yanran Wan	['Sabir Hussain', 'Baoyun Xu', 'Wu Xie', 'Shaoli Wang', 'Youjun Zhang', 'Xuguo Zhou', 'Qingjun Wu']	unknown	0	2019-04-05	Tomato spotted wilt virus manipulates the reproduction of its insect vector, western flower thrips (Frankliniella occidentalis), to facilitate transmission	Ecology
Derek Beaton	"[""Alzheimer's Disease Neuroimaging Initiative"", 'Gilbert Saporta', 'Hervé Abdi']"	male	0	2019-04-05	A generalization of partial least squares regression and correspondence analysis for categorical and mixed data: An application with the ADNI data	Bioinformatics
Jesus Magallon	['Kevin Chiem', 'Tung Tran', 'Veronica Jimenez', 'Maria Soledad Ramirez', 'Marcelo Tolmasky']	male	0	2019-04-05	Restoration of Susceptibility to Amikacin by 8-Hydroxyquinoline Analogs Complexed to Zinc	Microbiology
Parul Gulati	['Surbhi Kohli', 'Ankita Narang', 'Vani Brahmachari']	female	1	2019-04-05	A comparative analysis of histone methyltransferases and demethylases in insect genome: A meta-analysis	Genomics
Waitsang Keung	['Todd A Hagen', 'Robert C Wilson']	unknown	0	2019-04-05	A divisive model of evidence accumulation explains uneven weighting of evidence over time	Neuroscience
Yoichi Hayakawa	['Takashi Matsumura', 'Hikaru Taya', 'Hitoshi Matsumoto']	male	0	2019-04-05	Repeated phenotypic selection for cuticular blackness of armyworm larvae decreased stress resistance	Physiology
Alexis Criscuolo	['Sylvie Issenhuth-Jeanjean', 'Xavier Didelot', 'Kaisa Thorell', 'James Hale', 'Julian Parkhill', 'Nicholas Thomson', 'Francois-Xavier Weill', 'Daniel Falush', 'Sylvain Brisse']	ambiguous	1	2019-04-05	The speciation and hybridization history of the genus Salmonella	Microbiology
Hadass  R. Jessel	['Lior Aharoni', 'Sol Efroni', 'Ido Bachelet']	unknown	0	2019-04-05	A modeling algorithm for exploring the architecture and construction of bird nests	Biophysics
Marco Giovannetti	['Christian Goeschl', 'Stig  U. Andersen', 'Stanislav Kopriva', 'Wolfgang Busch']	male	0	2019-04-05	Identification of novel genes involved in phosphate accumulation in Lotus japonicus through Genome Wide Association mapping of root system architecture and anion content	Plant
Matthew Chalk	['Gasper Tkacik', 'Olivier Marre']	male	0	2019-04-05	Inferring the function performed by a recurrent neural network	Neuroscience
Debajyoti Karmaker	['Ingo Schiffner', 'Mandyam Srinivasan']	unknown	0	2019-04-05	Budgerigars adopt robust, but idiosyncratic flight paths	Neuroscience
Andrea A Cuentas-Condori	['Ben Mulcahy', 'Siwei He', 'Sierra Palumbos', 'Mei Zhen', 'David M Miller']	ambiguous	1	2019-04-05	Dendritic spines on GABAergic neurons respond to cholinergic signaling in the Caenorhabditis elegans motor circuit.	Neuroscience
Borjana Arsova	['Sahand Amini', 'Maxime Scheepers', 'Dominique Baiwir', 'Gabriel Mazzucchelli', 'Monique Carnol', 'Bernard Bosman', 'Patrick Motte', 'Edwin de Pauw', 'Michelle Watt', 'Marc Hanikenne']	female	1	2019-04-05	Resolution of the proteome, transcript and ionome dynamics upon Zn re-supply in Zn-deficient Arabidopsis	Plant
Minxuan Xu	['Chenxu Ge', 'Yuting Qin', 'Deshuai Lou', 'Qiang Li', 'Jing Feng', 'Yekuan Wu', 'Linfeng Hu', 'Ping Huang', 'Jun Tan']	unknown	0	2019-04-05	iRhom2 serves as a facilitator in obesity by enhancing adipose inflammation and insulin resistance	Pathology
Huilan Yao	['Grant Wu', 'Subhasree Das', 'Crystal MacKenzie', 'Hua Gao', 'Victoria Rimkunas', 'Zhaojie Zhang', 'Stephanie Ferro', 'Amy Roden', 'Manav Korpal', 'Joanne Schindler', 'Peter Smith', 'Lihua Yu', 'Ping Zhu', 'Pavan Kumar']	unknown	0	2019-04-05	Coupling multiplex pre-amplification and droplet digital PCR for longitudinal monitoring of ESR1 and PIK3CA mutations from plasma cell-free DNA	Genetics
Karen Marshall	['Devkee Vadukul', 'Kevin Staras', 'Louise Serpell']	female	1	2019-04-05	Misfolded Amyloid β-42 induced impairment of the endo-lysosomal pathway revealed by real-time optical monitoring	Neuroscience
Florencia Tettamanti Boshier	['Sujatha Srinivasan', 'Anthony Lopez', 'Noah G Hoffman', 'Sean Proll', 'David N Fredricks', 'Joshua T. Schiffer']	female	1	2019-04-05	Complementing 16S rRNA gene amplicon sequencing with estimates of total bacterial load to infer absolute species concentrations in the vaginal microbiome	Microbiology
Laura Martinez Steele	['Christopher Lowe', 'Mark Okihiro', 'Jesse Dillon', 'Renaud Berlemont']	female	1	2019-04-05	Pseudogenization, genome streamlining and specific gene repertoire landmark the genomes of Carnobacterium maltaromaticum isolated from diseased sharks	Genomics
Yun Sung Cho	['JeHoon Jun', 'Jung A Kim', 'Hak-Min Kim', 'Oksung Chung', 'Seung-Gu Kang', 'Jin-Young Park', 'Hwa-Jung Kim', 'Sunghyun Kim', 'Hee-Jong Kim', 'Jin-ho Jang', 'Ki-Jeong Na', 'Jeongho Kim', 'Seung Gu Park', 'Hwang-Yeol Lee', 'Andrea Manica', 'David P Mindell', 'Jerome Puchs', 'Jeremy S Edwards', 'Jessica A Weber', 'Christopher C Witt', 'Joo-Hong Yeo', 'Soonok Kim', 'Jong Bhak']	ambiguous	1	2019-04-05	Raptor genomes reveal evolutionary signatures of predatory and nocturnal lifestyles	Genomics
Egor Svidritskiy	['Gabriel Demo', 'Anna B Loveland', 'Chen Xu', 'Andrei A Korostelev']	male	0	2019-04-05	Extensive ribosome and RF2 rearrangements during translation termination	Cell
Thomas B Shaw	['Steffen Bollmann', 'Nicole T Atcheson', 'Christine Guo', 'Jurgen Fripp', 'Olivier Salvado', 'Markus Barth']	male	0	2019-04-05	Non-Linear Realignment Improves Hippocampus Subfield Segmentation	Neuroscience
Akiko Hori	['Kenji NIshide', 'Yuki Yasukuni', 'Kei Haga', 'Wataru Kakuta', 'Yasuyuki Ishikawa', 'Matthew Hayes', 'Shin-ichi Ohnuma', 'Hiroshi Kiyonari', 'Kazuhiro Kimura', 'Toru Kondo', 'Noriaki Sasai']	female	1	2019-04-05	Membrane Protrusion Formation Mediated by Rho/ROCK Signalling and Modulation of Chloride Flux	Cell
Sung-min Yang	['Ayelen Groisman', 'Alejandro Schinder']	unknown	0	2019-04-05	Modulation of adult-born neuron excitability by coupling to GABAergic networks	Neuroscience
Lipeng Ning	['Borjan Gagoski', 'Filip Szczepankiewicz', 'Carl-Fredrik Westin', 'Yogesh Rathi']	unknown	0	2019-04-05	Joint RElaxation-Diffusion Imaging Moments (REDIM) to probe neurite microstructure	Neuroscience
BOLDIZSAR Tuu-Szabo	['GYULA HOFFKA', 'NORBERT DURO', 'LASZLO KOCZY', 'Monika Fuxreiter']	unknown	0	2019-04-05	Altered dynamics may drift pathological fibrillization in membraneless organelles	Bioinformatics
Talia Brandman	['Chiara Avancini', 'Olga Leticevscaia', 'Marius V. Peelen']	female	1	2019-04-05	Auditory and semantic cues facilitate decoding of visual object category in MEG	Neuroscience
Ben Dyson	['Cecile Musgrave', 'Cameron Rowe', 'Rayman Sandhur']	male	0	2019-04-05	Behavioural and neural interactions between objective and subjective performance in a Matching Pennies game	Neuroscience
Hannes Ruge	['Theo A J Schaefer', 'Katharina Zwosta', 'Holger Mohr', 'Uta Wolfensteller']	male	0	2019-04-05	Initial neural representation of individual rules after first-time instruction	Neuroscience
Charlotte R Feddersen	['Lexy S Wadsworth', 'Eliot Y Zhu', 'Hayley R Vaughn', 'Andrew P Voigt', 'Jesse D Riordan', 'Adam J Dupuy']	female	1	2019-04-05	A simplified transposon mutagenesis method to perform phenotypic forward genetic screens in cultured cells	Genomics
Syuan-Jyun Sun	['Andrew Catherall', 'Sonia Pascoal', 'Benjamin Jarrett', 'Sara Miller', 'Michael Sheehan', 'Rebecca Kilner']	unknown	0	2019-04-05	Ultra-local adaptation due to genetic accommodation	Evolutionary
David F Little	['Joel S Snyder', 'Mounya F Elhilali']	male	0	2019-04-05	Ensemble modeling of auditory streaming reveals potential sources of bistability across the perceptual hierarchy	Animal
Leslie A. Bruggeman	"['Zhenzhen Wu', 'Liping Luo', 'Sethu Madhavan', 'Paul E. Drawz', 'David B. Thomas', 'Laura Barisoni', ""John F. O'Toole"", 'John R. Sedor']"	ambiguous	1	2019-04-05	APOL1-G0 protects podocytes in a mouse model of HIV-associated nephropathy	Pathology
Maria jose Lagartos Donate	['Joaquin Gonzalez-Fuentes', 'Pilar Marcos-Rabal', 'Ricardo Insausti', 'Maria del Mar Arroyo-Jimenez']	female	1	2019-04-05	Pathological and non-pathological aging, SAMP8 and SAMR1. What do hippocampal neuronal populations tell us?	Neuroscience
Naveen Sendhilnathan	['Anna E Ipata', 'Michael E Goldberg']	male	0	2019-04-05	Mid-lateral Cerebellar Purkinje Cells Provide a Cognitive Error Signal When Monkeys Learn a New Visuomotor Association	Neuroscience
Joachim Luginbuhl	['Tsukasa Kouno', 'Rei Nakano', 'Thomas E Chater', 'Divya M Sivaraman', 'Mami Kishima', 'Filip Roudnicky', 'Piero Carninci', 'Charles Plessy', 'Jay W Shin']	male	0	2019-04-05	Decoding neuronal diversity by single-cell Convert-seq	Neuroscience
Anouk van der Straten	['Wieke van Leeuwen', 'Damiaan Denys', 'Hein van Marle', 'Guido van Wingen']	female	1	2019-04-05	The effect of acute stress on the balance between goal-directed and habit networks in obsessive-compulsive disorder.	Neuroscience
Wishwas Abhyankar	['Linli Zheng', 'Stanley Brul', 'Chris G. de Koster', 'Leo J. de Koning']	unknown	0	2019-04-05	Vegetative Cell and Spore Proteomes of Peptoclostridium difficile show finite differences and reveal potential biomarkers.	Microbiology
Kathryn Paige Harden	['Benjamin W Domingue', 'Daniel W Belsky', 'Jason Boardman', 'Robert Crosnoe', 'Margherita Malanchini', 'Michel G Nivard', 'Elliot M Tucker-Drob', 'Kathleen Mullan Harris']	female	1	2019-04-05	Genetic Associations with Mathematics Tracking and Persistence in Secondary School	Genetics
Sion C Bayliss	['Harry A Thorpe', 'Nicola M Coyle', 'Samuel K Sheppard', 'Edward J Feil']	male	0	2019-04-05	PIRATE: A fast and scalable pangenomics toolbox for clustering diverged orthologues in bacteria	Bioinformatics
Kathirvel Alagesan	['Daniel Kolarich']	unknown	0	2019-04-05	To enrich or not to enrich: Enhancing (glyco)peptide ionization using the CaptiveSpray nanoBooster ™	Biochemistry
David Ibanez Soria	['Eleni Kroupi', 'Andres Rojas', 'Marta Castellano', 'Jacobo Picardo', 'Gloria Garcia Banda', 'Mateu Servera', 'Giulio Ruffini', 'Aureli Soria Frisch']	male	0	2019-04-05	Resting Eyes Closed Beta-Phase High Gamma-Amplitude Coupling Deficits in Children with Attention Deficit Hyperactivity Disorder	Neuroscience
Philippos Koulousakis	['Daniel van den Hove', 'Veerle Visser-Vandewalle', 'Thibaut Sesia']	male	0	2019-04-05	Cognitive Improvements after Intermittent Deep Brain Stimulation of the Nucleus Basalis of Meynert in a Transgenic Rat Model for Alzheimer's Disease: a Preliminary Approach	Neuroscience
