FirstAuthor	CoAuthors	Label	RT	Date	Title	Subject
Xueliang Tian	['Diandong Wang', 'Zhenchuan Mao', 'Limei Pan', 'Jingjing Liao', 'Zhaoming Cai']	unknown	0	2019-03-26	Infection of Plasmodiophora brassicae changes the fungal endophyte community of tumourous stem mustard roots as revealed by high-throughput sequencing and culture-dependent methods	Microbiology
Amelie J. Kraus	['Benedikt G. Brink', 'T. Nicolai Siegel']	female	1	2019-03-26	Efficient and specific oligo-based depletion of rRNA	Molecular
Samit Watve	['Kelsey Barrasso', 'Sarah A. Jung', 'Kristen J. Davis', 'Lisa A. Hawver', 'Atul Khataokar', 'Ryan G. Palaganas', 'Matthew B. Neiditch', 'Lark J. Perez', 'Wai-Leung Ng']	unknown	0	2019-03-26	Ethanolamine regulates CqsR quorum-sensing signaling in Vibrio cholerae	Microbiology
Lise Dauban	['Rémi Montagne', 'Agnès Thierry', 'Luciana Lazar-Stefanita', 'Olivier Gadal', 'Axel Cournac', 'Romain Koszul', 'Frederic Beckouët']	female	1	2019-03-26	A major role for Eco1 in regulating cohesin-mediated mitotic chromosome folding	Genetics
Luke M. Noble	['Matthew V. Rockman', 'Henrique Teotónio']	male	0	2019-03-26	Gene-level quantitative trait mapping in an expanded C. elegans multiparent experimental evolution panel	Evolutionary
Ewan K.S. McRae	['Steven J. Dupas', 'Evan P. Booy', 'Ramanaguru S. Piragasam', 'Richard P. Fahlman', 'Sean A. McKenna']	male	0	2019-03-26	An RNA guanine quadruplex regulated pathway to TRAIL-sensitization by DDX21	Biochemistry
Susanne Schilling	['Alice Kennedy', 'Sirui Pan', 'Lars S. Jermiin', 'Rainer Melzer']	female	1	2019-03-26	Genome-wide analysis of MIKC-type MADS-box genes in wheat: pervasive duplications may have facilitated adaptation to different environmental conditions	Plant
Douglas W Van Pelt	['Yalda A Kharaz', 'Dylan C Sarver', 'Logan R Eckhardt', 'Justin T Dzierzawski', 'Nathaniel P Disser', 'Alex N Piacentini', 'Eithne Comerford', 'Brian McDonagh', 'Christopher L Mendias']	male	0	2019-03-26	Evaluating Muscle Fiber Contractility and the Transcriptome, Proteome, Metabolome, and Lipidome of the mdx/mTR Mouse Model of Duchenne Muscular Dystrophy	Physiology
Timothy S. Strutzenberg	['Ruben Garcia-Ordonez', 'Scott Novick', 'HaJeung Park', 'Mi Ra Chang', 'Christelle Doebellin', 'Yuanjun He', 'Rémi Patouret', 'Theodore M. Kamenecka', 'Patrick R. Griffin']	male	0	2019-03-26	HDX-MS reveals structural determinants for RORγ hyperactivation by synthetic agonists	Biophysics
Stefanie J. Müller-Schüssele	['Ren Wang', 'Desirée D. Gütle', 'Jill Romer', 'Marta Rodriguez-Franco', 'Martin Scholz', 'Volker M. Lüth', 'Stanislav Kopriva', 'Peter Dörmann', 'Markus Schwarzländer', 'Ralf Reski', 'Michael Hippler', 'Andreas J. Meyer']	female	1	2019-03-26	Chloroplasts Require Glutathione Reductase to Balance Reactive Oxygen Species and Maintain Efficient Photosynthesis	Plant
Oliver Beutel	['Riccardo Maraspini', 'Karina Pombo-Garcia', 'Cécilie Martin-Lemaitre', 'Alf Honigmann']	male	0	2019-03-26	Phase separation of zonula occludens proteins drives formation of tight junctions	Cell
Kangmei Zhao	['Seung Y. Rhee']	unknown	0	2019-03-26	Epigenomic Landscape of Arabidopsis thaliana Metabolism Reveals Bivalent Chromatin on Specialized Metabolic Genes	Systems
Ethan C. Alley	['Grigory Khimulya', 'Surojit Biswas', 'Mohammed AlQuraishi', 'George M. Church']	male	0	2019-03-26	Unified rational protein engineering with sequence-only deep representation learning	Synthetic
Nga Lao	['Niall Barron']	female	1	2019-03-26	Cross-talk between m6A and m1A regulators, YTHDF2 and ALKBH3 fine-tunes mRNA expression	Molecular
Wei Dong	['Juan Lu', 'Xuejing Zhang', 'Yan Wu', 'Kaela Letteri', 'Gerald R. Hammond', 'Yang Hong']	ambiguous	1	2019-03-26	A Polybasic Domain in aPKC Mediates Par-6-Dependent Control of Plasma Membrane Targeting and Kinase Activity	Cell
Qinrui Wang	['George Hedger', 'Prafulla Aryal', 'Mariana Grieben', 'Chady Nasrallah', 'Agnese Baronina', 'Ashley C.W. Pike', 'Jiye Shi', 'Elisabeth P. Carpenter', 'Mark S.P. Sansom']	unknown	0	2019-03-26	Lipid Interactions of a Ciliary Membrane TRP Channel: Simulation and Structural Studies of Polycystin-2 (PC2)	Biophysics
Emese Xochitl Szabo	['Philipp Reichert', 'Marie-Kristin Lehniger', 'Marilena Ohmer', 'Marcella de Francisco Amorim', 'Udo Gowik', 'Christian Schmitz-Linneweber', 'Sascha Laubinger']	female	1	2019-03-26	Metabolic labeling of RNAs uncovers hidden features and dynamics of the Arabidopsis thaliana transcriptome	Plant
J. Yin	['T. E. Saunders']	unknown	0	2019-03-26	Shh induces symmetry breaking in the presomitic mesoderm by inducing tissue shear and orientated cell rearrangements	Developmental
Simone Kienle	['Nicola Gritti', 'Jason R. Kroll', 'Ana Kriselj', 'Yvonne Goos', 'Jeroen S. van Zon']	ambiguous	1	2019-03-26	Random birth order and bursty Notch ligand expression drive the stochastic AC/VU cell fate decision in C. elegans	Developmental
Wassim Eid	['Daniel Hess', 'Christiane König', 'Christian Gentili', 'Stefano Ferrari']	male	0	2019-03-26	The Human Exonuclease-1 Interactome And Phosphorylation Sites	Cell
Dhanasekaran Karthigeyan	['Arnab Bose', 'Ramachandran Boopathi', 'Vinay Jaya Rao', 'Hiroki Shima', 'Narendra Bharathy', 'Kazuhiko Igarashi', 'Reshma Taneja', 'Tapas K. Kundu']	unknown	0	2019-03-26	Aurora kinase A mediated phosphorylation of mPOU is critical for skeletal muscle differentiation	Cell
Judith Wexler	['Emily K. Delaney', 'Xavier Belles', 'Coby Schal', 'Ayako Wada-Katsumata', 'Matthew Amicucci', 'Artyom Kopp']	ambiguous	1	2019-03-26	Hemimetabolous insects elucidate the origin of sexual development via alternative splicing	Developmental
Ken Miyazawa	['Akira Yoshimi', 'Motoaki Sano', 'Fuka Tabata', 'Asumi Sugahara', 'Shin Kasahara', 'Ami Koizumi', 'Shigekazu Yano', 'Tasuku Nakajima', 'Keietsu Abe']	male	0	2019-03-26	Both galactosaminogalactan and α-1,3-glucan contribute to aggregation of Aspergillus oryzae hyphae in liquid culture	Cell
Lorenzo Calviello	['Srivats Venkataramanan', 'Karol J. Rogowski', 'Emanuel Wyler', 'Malvika Tejura', 'Bao Thai', 'Jacek Krol', 'Witold Filipowicz', 'Markus Landthaler', 'Stephen N. Floor']	male	0	2019-03-26	DDX3 depletion selectively represses translation of structured mRNAs	Molecular
Christopher H. Hulton	['Emily A. Costa', 'Nisargbhai S. Shah', 'Alvaro Quintanal-Villalonga', 'Glenn Heller', 'Elisa de Stanchina', 'Charles M. Rudin', 'John T Poirier']	male	0	2019-03-26	Direct genome editing of patient-derived xenografts using CRISPR-Cas9 enables rapid in vivo functional genomics	Cancer
Ning Sun	['Sakina Petiwala', 'Charles Lu', 'Jessica E Hutti', 'Min Hu', 'Mufeng Hu', 'Marc H Domanus', 'Diya Mitra', 'Sadiya N Addo', 'Christopher P Miller', 'Namjin Chung']	ambiguous	1	2019-03-26	VHL Synthetic Lethality Signatures Uncovered by Genotype-specific CRISPR-Cas9 Screens	Cancer
Jennifer L. Gorman	['Jessica R. Adams', 'Emma M. Jones', 'Sean E. Egan', 'James R. Woodgett']	female	1	2019-03-26	Development of a drug repressible β-catenin mutant mouse to examine effect of activated β-catenin signaling on long-term maintenance of mammary tumor growth	Cancer
Naor Granik	['Lucien E. Weiss', 'Maayan Shalom', 'Michael Chein', 'Eran Perlson', 'Yael Roichman', 'Yoav Shechtman']	male	0	2019-03-26	Single particle diffusion characterization by deep learning	Biophysics
David Armanious	['Jessica Schuster', 'Sorin Istrail', 'James Padbury', 'Alper Uzun']	male	0	2019-03-26	Proteinarium: Multi-Sample Protein-Protein Interaction Visualization and Analysis Tool	Bioinformatics
Jochem N.A. Vink	['Koen J.A. Martens', 'Marnix Vlot', 'Rebecca E. McKenzie', 'Cristóbal Almendros', 'Boris Estrada Bonilla', 'Daan J.W. Brocken', 'Johannes Hohlbein', 'Stan J.J. Brouns']	male	0	2019-03-25	Direct visualization of native CRISPR target search in live bacteria reveals Cascade DNA surveillance mechanism	Microbiology
Yan Li	['Caisey V. Pulford', 'Paula Díaz', 'Blanca M. Perez-Sepulveda', 'Carolina Duarte', 'Alexander V. Predeus', 'Magdalena Wiesner', 'Darren Heavens', 'Ross Low', 'Christian Schudoma', 'James Lipscombe', 'Angeline Montaño', 'Neil Hall', 'Jaime Moreno', 'Jay C. D. Hinton']	male	0	2019-03-25	Genomic and phylogenetic analysis of Salmonella Typhimurium and its monophasic variants responsible for invasive endemic infections in Colombia	Genomics
Chengyuan Wu	['Shiquan Ren', 'Jie Wu', 'Kelin Xia']	unknown	0	2019-03-25	Magnus Representation of Genome Sequences	Genomics
Daiping Wang	['Wolfgang Forstmeier', 'Katrin Martin', 'Alastair Wilson', 'Bart Kempenaers']	unknown	0	2019-03-25	The role of genetic constraints and social environment in explaining female extra-pair mating	Evolutionary
S Bauermeister	['C Orton', 'S Thompson', 'R A Barker', 'J R Bauermeister', 'Y Ben-Shlomo', 'C Brayne', 'D Burn', 'A Campbell', 'C Calvin', 'S Chandran', 'N Chaturvedi', 'G Chene', 'I P Chessell', 'A Corbett', 'D H J Davis', 'M Denis', 'C Dufouil', 'P Elliott', 'N Fox', 'D Hill', 'SM Hofer', 'M Hu', 'C Jindra', 'F Kee', 'C H Kim', 'C Kim', 'M Kivimaki', 'I Koychev', 'J S K Kwan', 'R A Lawson', 'I Leroi', 'G J Linden', 'S Love', 'S Lovestone', 'R A Lyons', 'C Mackay', 'P M Matthews', 'B McGuiness', 'L Middleton', 'C Moody', 'K Moore', 'D L Na', 'J T O’Brien', 'S Ourselin', 'S Paranjothy', 'K S Park', 'D J Porteous', 'M Richards', 'C W Ritchie', 'J D Rohrer', 'M N Rossor', 'J B Rowe', 'R Scahill', 'C Schnier', 'J M Schott', 'S W Seo', 'M South', 'A Steptoe', 'S J Tabrizi', 'A Tales', 'A J Thomas', 'T Tillin', 'N J Timpson', 'A W Toga', 'PJ Visser', 'R Wade-Martins', 'T Wilkinson', 'J Williams', 'A Wong', 'J E Gallacher']	unknown	0	2019-03-25	Data Resource Profile: The Dementias Platform UK (DPUK) Data Portal	Neuroscience
Clemens Messerschmidt	['Benedikt Obermayer', 'Konrad Klinghammer', 'Sebastian Ochsenreither', 'Denise Treue', 'Albrecht Stenzinger', 'Hanno Glimm', 'Stefan Fröhling', 'Thomas Kindler', 'Christian H. Brandts', 'Klaus Schulze-Osthoff', 'Wilko Weichert', 'Ingeborg Tinhofer', 'Frederick Klauschen', 'Ulrich Keilholz', 'Dieter Beule', 'Damian T. Rieke']	male	0	2019-03-25	Distinct immune evasion in APOBEC-enriched, HPV-negative HNSCC	Cancer
Gunnar Schmidtmann	['Ben J. Jennings', 'Dasha A. Sandra', 'Jordan Pollock', 'Ian Gold']	male	0	2019-03-25	The McGill Face Database: validation and insights into the recognition of facial expressions of complex mental states	Animal
Virginia L Little	['Lindsay A Perry', 'Mae WV Mercado', 'Steven A Kautz', 'Carolynn Patten']	female	1	2019-03-25	Direction of gait asymmetry following stroke determines acute response to locomotor task	Neuroscience
Lesley M Chapman	['Noah Spies', 'Patrick Pai', 'Chun Shen Lim', 'Andrew Carroll', 'Giuseppe Narzisi', 'Christopher M. Watson', 'Christos Proukakis', 'Wayne E. Clarke', 'Naoki Nariai', 'Eric Dawson', 'Garan Jones', 'Daniel Blankenberg', 'Christian Brueffer', 'Chunlin Xiao', 'Sree Rohit Raj Kolora', 'Noah Alexander', 'Paul Wolujewicz', 'Azza Ahmed', 'Graeme Smith', 'Saadlee Shehreen', 'Aaron M. Wenger', 'Marc Salit', 'Justin M. Zook']	ambiguous	1	2019-03-25	SVCurator: A Crowdsourcing app to visualize evidence of structural variants for the human genome	Genomics
Paul Vetschera	['Benno Koberstein-Schwarz', 'Tobias Schmitt-Manderbach', 'Christian Dietrich', 'Wibke Hellmich', 'Andrei Chekkoury', 'Panagiotis Symvoulidis', 'Josefine Reber', 'Gil Westmeyer', 'Hernán López-Schier', 'Murad Omar', 'Vasilis Ntziachristos']	male	0	2019-03-25	Beyond early development: observing zebrafish over 6 weeks with hybrid optical and optoacoustic imaging	Biophysics
Vivekanandan Shanmuganathan	['Nina Schiller', 'Anastasia Magoulopoulou', 'Jingdong Cheng', 'Katharina Braunger', 'Florian Cymer', 'Otto Berninghausen', 'Birgitta Beatrix', 'Kenji Kohno', 'Gunnar von Heijne', 'Roland Beckmann']	unknown	0	2019-03-25	Structural and mutational analysis of the ribosome-arresting human XBP1u	Biochemistry
Georgia F. Papadaki	['George Lambrinidis', 'Andreas Zamanos', 'Emmanuel Mikros', 'George Diallinas']	ambiguous	1	2019-03-25	Cytosolic termini of the FurE transporter regulate endocytosis, pH-dependent gating and specificity	Molecular
Gila Lustig	['Sandile Cele', 'Farina Karim', 'Yashica Ganga', 'Khadija Khan', 'Bernadett Gosnell', 'Yunus Moosa', 'Rohen Harrichandparsad', 'Suzaan Marais', 'Ravindra K. Gupta', 'Anne Derache', 'Jennifer Giandhari', 'Tulio de Oliveira', 'Katya Govender', 'John Adamson', 'Vinod Patel', 'Alex Sigal']	female	1	2019-03-25	The CNS in the face of ART contains T cell origin HIV which can lead to drug resistance	Microbiology
Jiong Wang	['Dongme Li', 'Alexander Wiltse', 'Jason Emo', 'Shannon P. Hilchey', 'Martin S. Zand']	ambiguous	1	2019-03-25	Application of Volumetric Absorptive Micro Sampling to Measure Multidimensional Anti-Influenza Hemagglutinin Igg Antibodies by MPlex-Flu Assay	Immunology
Edson M. de Oliveira	['Jacqueline C. Silva', 'Thais P. Ascar', 'Silvana Sandri', 'Alexandre F. Marchi', 'Silene Migliorini', 'Helder T. I. Nakaya', 'Ricardo A. Fock', 'Ana Campa']	male	0	2019-03-25	Acute inflammation is a predisposing factor for weight gain and insulin resistance	Cell
Talia D. Valentini	['Sarah K. Lucas', 'Kelsey A. Binder', 'Lydia C. Cameron', 'Jason A. Motl', 'Jordan M. Dunitz', 'Ryan C. Hunter']	female	1	2019-03-25	Bioorthogonal non-canonical amino acid tagging reveals translationally active subpopulations of the cystic fibrosis lung microbiota	Microbiology
S. P. Wickramasinghe	['J. Lempart', 'H. E. Merens', 'J. Murphy', 'U. Jakob', 'E. Rhoades']	unknown	0	2019-03-25	Polyphosphate initiates tau aggregation through intra- and intermolecular scaffolding	Biophysics
Pierrick Wainschtein	['Deepti P. Jain', 'Loic Yengo', 'Zhili Zheng', 'TOPMed Anthropometry Working Group, Trans-Omics for Precision Medicine Consortium', 'L. Adrienne Cupples', 'Aladdin H. Shadyab', 'Barbara McKnight', 'Benjamin M. Shoemaker', 'Braxton D. Mitchell', 'Bruce M. Psaty', 'Charles Kooperberg', 'Dan Roden', 'Dawood Darbar', 'Donna K. Arnett', 'Elizabeth A. Regan', 'Eric Boerwinkle', 'Jerome I. Rotter', 'Matthew A. Allison', 'Merry-Lynn N. McDonald', 'Mina K Chung', 'Nicholas L. Smith', 'Patrick T. Ellinor', 'Ramachandran S. Vasan', 'Rasika A. Mathias', 'Stephen S. Rich', 'Susan R. Heckbert', 'Susan Redline', 'Xiuqing Guo', 'Y.-D Ida Chen', 'Ching-Ti Liu', 'Mariza de Andrade', 'Lisa R. Yanek', 'Christine M. Albert', 'Ryan D. Hernandez', 'Stephen T. McGarvey', 'Kari E. North', 'Leslie A. Lange', 'Bruce S. Weir', 'Cathy C. Laurie', 'Jian Yang', 'Peter M. Visscher']	male	0	2019-03-25	Recovery of trait heritability from whole genome sequence data	Genetics
Shafi’u Dahiru Gumel	['Abdulrasul Ibrahim', 'Adebola Tolulope Olayinka', 'Muhammed S. Ibrahim', 'Muhammad Shakir Balogun', 'Afara Dahiru', 'Ikeoluwapo Ajayi', 'Olufemi Ajumobi', 'Isiyaku Ahmadu', 'Abubakar Song', 'Asma’u Ibrahim Maifada', 'Habibu Abdullahi']	unknown	0	2019-03-25	HIV-malaria co-infection and its determinants among patients attending antiretroviral treatment clinic in Zaria, North-Western Nigeria	Epidemiology
Kun Pang	['Song bo Zhu', 'Liqiang Han']	ambiguous	1	2019-03-25	An high dose of a conjugated linoleic acid increases fatty liver and insulin resistance in lactating mice	Physiology
Bertolotti Antoine	['Thioune Marême', 'Abel Sylvie', 'Belrose Gilda', 'Calmont Isabelle', 'Césaire Raymond', 'Cervantes Minerva', 'Fagour Laurence', 'Javelle Émilie', 'Lebris Catherine', 'Najioullah Fatiha', 'Pierre-François Sandrine', 'Rozé Benoît', 'Vigan Marie', 'Laouénan Cédric', 'Cabié André', 'the Chronic Chikungunya working group of University Medical Center of Martinique']	unknown	0	2019-03-25	Prevalence of chronic chikungunya and associated risks factors in the French West Indies (La Martinique). A prospective cohort study	Microbiology
Diego Anderson Dalmolin	['Alexandro Marques Tozetti', 'Maria João Ramos Pereira']	male	0	2019-03-25	Taxonomic and functional anuran beta diversity of a subtropical metacommunity respond differentially to environmental and spatial predictors	Ecology
Kirti K. Chahal	['Jie Li', 'Irina Kufareva', 'Milind Parle', 'Donald L. Durden', 'Robert J. Wechsler-Reya', 'Clark C. Chen', 'Ruben Abagyan']	female	1	2019-03-25	Nilotinib, an approved leukemia drug, inhibits Smoothened signaling in Hedgehog-dependent medulloblastoma	Cancer
Aline Alfaro	['Andrea León', 'Eduardo Guajardo', 'Patricia Reuquen', 'Francisco Torres', 'Mario Mery', 'Rodrigo Segura', 'Paula A. Zapata', 'Pedro A. Orihuela']	female	1	2019-03-25	MgO nanoparticles coated with Polyethylene Glycol as carrier for 2-Methoxyestradiol anticancer drug	Cancer
Hu Fangyuan	['Wang Pu']	ambiguous	1	2019-03-25	Study on the Health Communication Behavior of Chinese Doctors on Network Media——Based on the Empirical Investigation of 119 Chinese Doctors	Scientific
Naoki Yoshida	['Chikara Kaito']	male	0	2019-03-25	De novo transcriptome assembly of the African bullfrog Pyxicephalus adspersus for molecular analysis of aestivation	Molecular
Puhao Xiao	['Raoxian Bai', 'Ting Zhang', 'Yin Zhou', 'Zhigang Zhou', 'Yan Zhuo', 'Nannan Gong', 'Jie Liu', 'Shuaiwei Ren', 'Ruo Wu', 'Bin Shen', 'Shangang Li', 'Yuyu Niu', 'Weizhi Ji', 'Yongchang Chen']	unknown	0	2019-03-25	Extensive adaptive immune response of AAVs and Cas proteins in non-human primates	Immunology
Rolf Jorde	['Tom Wilsgaard', 'Guri Grimnes']	male	0	2019-03-25	Polymorphisms in the vitamin D system and mortality - The Tromsø study	Genetics
Tjeerd W Boonstra	['Luca Faes', 'Jennifer N Kerkman', 'Daniele Marinazzo']	male	0	2019-03-25	Information decomposition of multichannel EMG to map functional interactions in the distributed motor system	Neuroscience
Virginia L. Little	['Theresa E. McGuirk', 'Carolynn Patten']	female	1	2019-03-25	Inter-joint and temporal coordination change in very slow walking	Neuroscience
Nicholas W. Barendregt	['Krešimir Josić', 'Zachary P. Kilpatrick']	male	0	2019-03-25	Analyzing dynamic decision-making models using Chapman-Kolmogorov equations	Neuroscience
Piero Lamelza	['Janet M. Young', 'Luke M. Noble', 'Arielle Isakharov', 'Meenakshi Palanisamy', 'Matthew V. Rockman', 'Harmit S. Malik', 'Michael Ailion']	male	0	2019-03-25	Cryptic asexual reproduction in Caenorhabditis nematodes revealed by interspecies hybridization	Evolutionary
Alan Vergnes	['Quentin Rome', 'Inès Gayral', 'Colin Fontaine']	male	0	2019-03-25	Segregation of floricolous ants along latitudinal and urbanization gradients	Ecology
Adélaïde de Heering	['Arnaud Beauny', 'Laurène Vuillaume', 'Leila Salvesen', 'Axel Cleeremans']	female	1	2019-03-25	SSVEP as a no-report paradigm to capture phenomenal experience of complex visual images	Neuroscience
